Date,Open,High,Low,Close,Adj Close,Volume,,,,,,,,,,,,,
03/05/2018,103.16,103.16,103.16,103.16,87.22,-,,,,,,,,,,,,,
04/05/2018,103.16,103.16,103.16,103.16,87.22,-,,,,,,,,,,,,,
08/05/2018,103.27,103.27,102.93,102.96,87.05,820,,,,,,,,,,,,,
09/05/2018,102.96,102.96,102.96,102.96,87.05,-,,,,,,,,,,,,,
10/05/2018,103.13,103.13,103.13,102.91,87.01,2428,,,,,,,,,,,,,
11/05/2018,103.18,103.18,103.18,103.18,87.24,-,,,,,,,,,,,,,
14/05/2018,103.18,103.18,103.18,103.18,87.24,-,,,,,,,,,,,,,
15/05/2018,103.18,103.18,103.18,103.18,87.24,-,,,,,,,,,,,,,
16/05/2018,103.18,103.18,103.18,103.18,87.24,-,,,,,,,,,,,,,
17/05/2018,103.18,103.18,103.18,103.18,87.24,-,,,,,,,,,,,,,
18/05/2018,103.18,103.18,103.18,103.18,87.24,-,,,,,,,,,,,,,
21/05/2018,103.18,103.18,103.18,103.18,87.24,-,,,,,,,,,,,,,
22/05/2018,102.5,102.5,102.5,102.61,86.75,9775,,,,,,,,,,,,,
23/05/2018,102.88,102.88,102.88,102.88,86.98,-,,,,,,,,,,,,,
24/05/2018,102.88,102.88,102.88,102.88,86.98,-,,,,,,,,,,,,,
25/05/2018,103.47,103.47,103.47,103.25,87.29,10,,,,,,,,,,,,,
29/05/2018,103.76,103.77,103.76,103.66,87.64,739,,,,,,,,,,,,,
30/05/2018,103.81,103.81,103.81,103.81,87.77,-,,,,,,,,,,,,,
31/05/2018,103.81,103.81,103.81,103.81,87.77,-,,,,,,,,,,,,,
01/06/2018,103.81,103.81,103.81,103.81,87.77,-,,,,,,,,,,,,,
04/06/2018,103.7,103.7,103.7,103.52,87.52,1,,,,,,,,,,,,,
05/06/2018,103.5,103.5,103.5,103.5,87.51,-,,,,,,,,,,,,,
06/06/2018,103.5,103.5,103.5,103.5,87.51,-,,,,,,,,,,,,,
07/06/2018,103.27,103.27,103.27,103.18,87.23,104,,,,,,,,,,,,,
08/06/2018,103.38,103.38,103.38,103.38,87.4,-,,,,,,,,,,,,,
11/06/2018,103.38,103.38,103.38,103.38,87.4,-,,,,,,,,,,,,,
12/06/2018,103.3,103.3,103.3,103.15,87.21,127,,,,,,,,,,,,,
13/06/2018,103.38,103.38,103.38,103.2,87.25,131,,,,,,,,,,,,,
14/06/2018,103.12,103.12,103.12,103.29,87.33,2899,,,,,,,,,,,,,
15/06/2018,103.5,103.5,103.5,103.5,87.51,-,,,,,,,,,,,,,
18/06/2018,103.5,103.5,103.5,103.5,87.51,-,,,,,,,,,,,,,
19/06/2018,103.72,103.72,103.72,103.57,87.56,20,,,,,,,,,,,,,
20/06/2018,103.49,103.49,103.49,103.49,87.5,-,,,,,,,,,,,,,
21/06/2018,103.49,103.49,103.49,103.49,87.5,-,,,,,,,,,,,,,
22/06/2018,103.49,103.49,103.49,103.49,87.5,-,,,,,,,,,,,,,
25/06/2018,103.49,103.49,103.49,103.49,87.5,-,,,,,,,,,,,,,
26/06/2018,103.49,103.49,103.49,103.49,87.5,-,,,,,,,,,,,,,
27/06/2018,103.55,103.55,103.55,103.76,87.72,25,,,,,,,,,,,,,
28/06/2018,103.81,103.81,103.81,103.81,87.77,-,,,,,,,,,,,,,
29/06/2018,103.81,103.81,103.81,103.81,87.77,-,,,,,,,,,,,,,
02/07/2018,104.64,104.64,104.64,103.78,87.74,15,,,,,,,,,,,,,
03/07/2018,103.92,103.92,103.92,103.92,87.86,-,,,,,,,,,,,,,
04/07/2018,103.92,103.92,103.92,103.92,87.86,-,,,,,,,,,,,,,
05/07/2018,103.84,103.84,103.84,104.04,87.96,800,,,,,,,,,,,,,
06/07/2018,104,104.03,103.98,104.06,87.98,2200,,,,,,,,,,,,,
09/07/2018,103.96,103.96,103.96,103.96,87.9,-,,,,,,,,,,,,,
10/07/2018,103.96,103.96,103.96,103.96,87.9,-,,,,,,,,,,,,,
11/07/2018,103.96,103.96,103.96,103.96,87.9,-,,,,,,,,,,,,,
12/07/2018,104.07,104.07,104.07,104.14,88.05,777,,,,,,,,,,,,,
13/07/2018,104.18,104.18,104.18,104.18,88.08,-,,,,,,,,,,,,,
16/07/2018,104.18,104.18,104.18,104.18,88.08,-,,,,,,,,,,,,,
17/07/2018,104.18,104.18,104.18,104.18,88.08,-,,,,,,,,,,,,,
18/07/2018,104.18,104.18,104.18,104.18,88.08,-,,,,,,,,,,,,,
19/07/2018,103.94,103.94,103.94,104.16,88.06,124,,,,,,,,,,,,,
20/07/2018,104.04,104.04,104.04,104.04,87.96,-,,,,,,,,,,,,,
23/07/2018,104.04,104.04,104.04,104.04,87.96,-,,,,,,,,,,,,,
24/07/2018,104.04,104.04,104.04,104.04,87.96,-,,,,,,,,,,,,,
25/07/2018,103.67,103.67,103.67,103.85,87.8,120,,,,,,,,,,,,,
26/07/2018,103.7,103.7,103.7,103.7,87.67,-,,,,,,,,,,,,,
27/07/2018,103.7,103.7,103.7,103.7,87.67,-,,,,,,,,,,,,,
30/07/2018,103.94,103.94,103.94,103.8,87.76,2893,,,,,,,,,,,,,
31/07/2018,103.86,103.86,103.86,103.86,87.81,-,,,,,,,,,,,,,
01/08/2018,103.86,103.86,103.86,103.86,88.96,-,,,,,,,,,,,,,
02/08/2018,102.19,102.19,102.19,102.43,87.73,1415,,,,,,,,,,,,,
03/08/2018,102.6,102.6,102.6,102.55,87.84,1,,,,,,,,,,,,,
06/08/2018,102.77,102.77,102.77,102.72,87.98,1,,,,,,,,,,,,,
07/08/2018,102.59,102.59,102.59,102.59,87.87,-,,,,,,,,,,,,,
08/08/2018,102.59,102.59,102.59,102.59,87.87,-,,,,,,,,,,,,,
09/08/2018,102.59,102.59,102.59,102.59,87.87,-,,,,,,,,,,,,,
10/08/2018,102.59,102.59,102.59,102.59,87.87,-,,,,,,,,,,,,,
13/08/2018,102.59,102.59,102.59,102.59,87.87,-,,,,,,,,,,,,,
14/08/2018,102.59,102.59,102.59,102.59,87.87,-,,,,,,,,,,,,,
15/08/2018,102.59,102.59,102.59,102.59,87.87,-,,,,,,,,,,,,,
16/08/2018,102.88,102.88,102.88,102.93,88.16,178,,,,,,,,,,,,,
17/08/2018,103.12,103.12,103.12,103.12,88.33,-,,,,,,,,,,,,,
20/08/2018,102.91,102.91,102.91,103.27,88.45,10210,,,,,,,,,,,,,
21/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
22/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
23/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
24/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
28/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
29/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
30/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
31/08/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
03/09/2018,103.18,103.18,103.18,103.18,88.38,-,,,,,,,,,,,,,
04/09/2018,103.2,103.2,103.2,102.9,88.14,7976,,,,,,,,,,,,,
05/09/2018,102.76,102.76,102.76,102.76,88.02,-,,,,,,,,,,,,,
06/09/2018,102.76,102.76,102.76,102.76,88.02,-,,,,,,,,,,,,,
07/09/2018,102.76,102.76,102.76,102.76,88.02,-,,,,,,,,,,,,,
10/09/2018,102.76,102.76,102.76,102.76,88.02,-,,,,,,,,,,,,,
11/09/2018,102.76,102.76,102.76,102.76,88.02,-,,,,,,,,,,,,,
12/09/2018,102.81,102.81,102.81,102.62,87.9,20,,,,,,,,,,,,,
13/09/2018,102.48,102.48,102.48,102.81,88.06,900,,,,,,,,,,,,,
14/09/2018,102.56,102.56,102.56,102.56,87.84,-,,,,,,,,,,,,,
17/09/2018,102.56,102.56,102.56,102.56,87.84,-,,,,,,,,,,,,,
18/09/2018,102.56,102.56,102.56,102.56,87.84,-,,,,,,,,,,,,,
19/09/2018,102.09,102.09,102.09,102.13,87.48,2123,,,,,,,,,,,,,
20/09/2018,102.25,102.25,102.25,102.25,87.58,-,,,,,,,,,,,,,
21/09/2018,102.25,102.25,102.25,102.25,87.58,-,,,,,,,,,,,,,
24/09/2018,102.25,102.25,102.25,102.25,87.58,-,,,,,,,,,,,,,
25/09/2018,102.25,102.25,102.25,102.25,87.58,-,,,,,,,,,,,,,
26/09/2018,102.25,102.25,102.25,102.25,87.58,-,,,,,,,,,,,,,
27/09/2018,102.25,102.25,102.25,102.25,87.58,-,,,,,,,,,,,,,
28/09/2018,102.32,102.32,102.32,102.32,87.64,-,,,,,,,,,,,,,
01/10/2018,102.09,102.22,102.09,102.41,87.72,7944,,,,,,,,,,,,,
02/10/2018,102.33,102.33,102.33,102.33,87.65,-,,,,,,,,,,,,,
03/10/2018,102.11,102.11,102.11,102.11,87.46,-,,,,,,,,,,,,,
04/10/2018,101.68,101.68,101.68,101.56,86.99,1,,,,,,,,,,,,,
05/10/2018,101.44,101.44,101.44,101.44,86.89,-,,,,,,,,,,,,,
08/10/2018,101.36,101.36,101.36,101.36,86.82,-,,,,,,,,,,,,,
09/10/2018,101.4,101.4,101.4,101.44,86.89,137,,,,,,,,,,,,,
10/10/2018,101.39,101.41,101.39,101.47,86.91,319,,,,,,,,,,,,,
11/10/2018,101.63,101.63,101.63,101.63,87.04,-,,,,,,,,,,,,,
12/10/2018,101.72,101.72,101.72,101.72,87.13,-,,,,,,,,,,,,,
15/10/2018,101.82,101.82,101.82,101.82,87.21,-,,,,,,,,,,,,,
16/10/2018,101.7,101.7,101.7,101.76,87.16,110,,,,,,,,,,,,,
17/10/2018,101.82,101.82,101.82,101.82,87.22,-,,,,,,,,,,,,,
18/10/2018,101.64,101.64,101.64,101.64,87.05,-,,,,,,,,,,,,,
19/10/2018,101.58,101.58,101.58,101.58,87.01,-,,,,,,,,,,,,,
22/10/2018,101.56,101.56,101.56,101.56,86.99,-,,,,,,,,,,,,,
23/10/2018,101.91,101.91,101.91,101.74,87.14,32,,,,,,,,,,,,,
24/10/2018,101.76,101.76,101.76,101.76,87.16,-,,,,,,,,,,,,,
25/10/2018,101.89,101.89,101.89,101.78,87.18,980,,,,,,,,,,,,,
26/10/2018,101.97,101.97,101.97,101.97,87.34,-,,,,,,,,,,,,,
29/10/2018,101.82,101.82,101.82,101.82,87.22,-,,,,,,,,,,,,,
30/10/2018,101.93,101.93,101.93,101.93,87.31,-,,,,,,,,,,,,,
31/10/2018,101.75,101.75,101.75,101.75,87.16,-,,,,,,,,,,,,,
01/11/2018,101.65,101.65,101.65,101.65,87.07,-,,,,,,,,,,,,,
02/11/2018,101.54,101.54,101.54,101.54,86.98,-,,,,,,,,,,,,,
05/11/2018,101.52,101.52,101.52,101.45,86.9,1,,,,,,,,,,,,,
06/11/2018,101.45,101.45,101.45,101.45,86.9,-,,,,,,,,,,,,,
07/11/2018,101.57,101.57,101.57,101.57,86.99,-,,,,,,,,,,,,,
08/11/2018,101.46,101.46,101.46,101.46,86.91,-,,,,,,,,,,,,,
09/11/2018,101.49,101.49,101.49,101.49,86.93,-,,,,,,,,,,,,,
12/11/2018,101.61,101.61,101.61,101.61,87.04,-,,,,,,,,,,,,,
13/11/2018,101.97,101.97,101.97,101.76,87.16,8,,,,,,,,,,,,,
14/11/2018,101.64,101.64,101.64,101.64,87.06,-,,,,,,,,,,,,,
15/11/2018,101.74,101.74,101.74,101.74,87.14,-,,,,,,,,,,,,,
16/11/2018,101.82,101.82,101.82,101.82,87.21,-,,,,,,,,,,,,,
19/11/2018,101.77,101.77,101.77,101.84,87.23,589,,,,,,,,,,,,,
20/11/2018,101.87,101.87,101.87,101.92,87.3,592,,,,,,,,,,,,,
21/11/2018,101.92,101.92,101.92,101.92,87.29,-,,,,,,,,,,,,,
22/11/2018,101.93,101.93,101.93,101.93,87.3,-,,,,,,,,,,,,,
23/11/2018,102,102,102,102,87.37,-,,,,,,,,,,,,,
26/11/2018,102.09,102.09,102.09,101.96,87.33,142,,,,,,,,,,,,,
27/11/2018,101.8,101.8,101.8,101.93,87.31,98,,,,,,,,,,,,,
28/11/2018,101.92,101.92,101.92,101.92,87.3,-,,,,,,,,,,,,,
29/11/2018,102.32,102.54,102.32,102.36,87.67,1304,,,,,,,,,,,,,
30/11/2018,102.3,102.3,102.3,102.3,87.62,-,,,,,,,,,,,,,
03/12/2018,102.25,102.27,102.25,102.23,87.56,1029,,,,,,,,,,,,,
04/12/2018,102.65,102.65,102.65,102.49,87.79,430,,,,,,,,,,,,,
05/12/2018,103.14,103.14,103.14,102.74,88,1994,,,,,,,,,,,,,
06/12/2018,102.94,103.1,102.87,103.11,88.32,1875,,,,,,,,,,,,,
07/12/2018,102.89,102.89,102.89,102.89,88.13,-,,,,,,,,,,,,,
10/12/2018,103.16,103.16,103.16,103.16,88.36,-,,,,,,,,,,,,,
11/12/2018,103.28,103.28,103.11,103.11,88.32,4840,,,,,,,,,,,,,
12/12/2018,102.88,102.88,102.88,103.04,88.26,355,,,,,,,,,,,,,
13/12/2018,103.01,103.01,103.01,103.01,88.23,-,,,,,,,,,,,,,
14/12/2018,103.25,103.25,103.25,103.23,88.42,318,,,,,,,,,,,,,
17/12/2018,103.2,103.2,103.2,103.2,88.39,-,,,,,,,,,,,,,
18/12/2018,103.55,103.55,103.55,103.47,88.63,2700,,,,,,,,,,,,,
19/12/2018,103.73,103.73,103.73,103.73,88.85,-,,,,,,,,,,,,,
20/12/2018,103.72,103.72,103.72,103.72,88.84,-,,,,,,,,,,,,,
21/12/2018,103.71,103.71,103.71,103.52,88.67,147,,,,,,,,,,,,,
24/12/2018,103.61,103.61,103.61,103.61,88.74,-,,,,,,,,,,,,,
27/12/2018,103.72,103.92,103.72,103.77,88.88,1859,,,,,,,,,,,,,
28/12/2018,103.8,103.94,103.67,103.93,89.02,3832,,,,,,,,,,,,,
31/12/2018,103.99,103.99,103.99,103.99,89.07,-,,,,,,,,,,,,,
02/01/2019,104.48,104.48,104.48,104.29,89.33,12210,,,,,,,,,,,,,
03/01/2019,104.3,104.3,104.3,104.67,89.65,100,,,,,,,,,,,,,
04/01/2019,104.43,104.43,104.43,104.43,89.45,-,,,,,,,,,,,,,
07/01/2019,104.34,104.34,104.34,104.36,89.39,74,,,,,,,,,,,,,
08/01/2019,104.26,104.26,104.26,104.26,89.3,-,,,,,,,,,,,,,
09/01/2019,104.21,104.21,104.21,104.21,89.25,-,,,,,,,,,,,,,
10/01/2019,104.22,104.22,104.22,104.22,89.27,-,,,,,,,,,,,,,
11/01/2019,104.28,104.28,104.28,104.28,89.32,-,,,,,,,,,,,,,
14/01/2019,105.02,105.02,105.02,104.25,89.29,1588,,,,,,,,,,,,,
15/01/2019,104.36,104.43,104.36,104.25,89.29,848,,,,,,,,,,,,,
16/01/2019,104.19,104.19,104.19,104.19,89.24,-,,,,,,,,,,,,,
17/01/2019,104.41,104.41,104.35,104.21,89.26,62,,,,,,,,,,,,,
18/01/2019,104.25,104.65,104.25,104.2,89.25,1405,,,,,,,,,,,,,
21/01/2019,104.31,104.45,104.31,104.11,89.17,1978,,,,,,,,,,,,,
22/01/2019,104.27,104.27,104.27,104.27,89.31,-,,,,,,,,,,,,,
23/01/2019,104.46,104.49,104.46,104.45,89.46,1254,,,,,,,,,,,,,
24/01/2019,104.58,104.58,104.41,104.57,89.57,730,,,,,,,,,,,,,
25/01/2019,104.6,104.69,104.6,104.55,89.55,349,,,,,,,,,,,,,
28/01/2019,104.54,104.6,104.54,104.54,89.54,700,,,,,,,,,,,,,
29/01/2019,104.68,104.68,104.68,104.8,89.76,250,,,,,,,,,,,,,
30/01/2019,104.83,104.83,104.83,104.83,89.79,-,,,,,,,,,,,,,
31/01/2019,105.26,105.26,105.26,105.36,90.24,101,,,,,,,,,,,,,
01/02/2019,104.16,104.16,104.16,103.86,90.13,135,,,,,,,,,,,,,
04/02/2019,102.92,103.46,102.92,103.64,89.95,4449,,,,,,,,,,,,,
05/02/2019,103.48,103.83,103.48,103.82,90.1,1246,,,,,,,,,,,,,
06/02/2019,104.05,104.05,104.05,103.92,90.18,335,,,,,,,,,,,,,
07/02/2019,104.04,104.17,103.94,104.04,90.28,6343,,,,,,,,,,,,,
08/02/2019,104.15,104.15,104.15,104.09,90.33,52,,,,,,,,,,,,,
11/02/2019,103.95,103.95,103.95,104.15,90.39,39,,,,,,,,,,,,,
12/02/2019,103.81,104.18,103.81,104.03,90.28,5062,,,,,,,,,,,,,
13/02/2019,104,104,104,104,90.25,-,,,,,,,,,,,,,
14/02/2019,103.95,103.95,103.95,103.95,90.21,-,,,,,,,,,,,,,
15/02/2019,104.01,104.01,104.01,104.01,90.26,-,,,,,,,,,,,,,
18/02/2019,104.18,104.18,104.18,104.05,90.3,190,,,,,,,,,,,,,
19/02/2019,104.15,104.15,104.15,104.15,90.38,-,,,,,,,,,,,,,
20/02/2019,104.03,104.44,104.03,104.21,90.44,571,,,,,,,,,,,,,
21/02/2019,103.91,103.91,103.91,103.91,90.18,-,,,,,,,,,,,,,
22/02/2019,104.14,104.14,104.14,104.15,90.38,601,,,,,,,,,,,,,
25/02/2019,104.02,104.02,104.02,104.02,90.27,-,,,,,,,,,,,,,
26/02/2019,104.26,104.81,104.25,104.32,90.53,1274,,,,,,,,,,,,,
27/02/2019,104.11,104.11,104.11,104.11,90.34,-,,,,,,,,,,,,,
28/02/2019,104.22,104.22,104.08,103.95,90.21,880,,,,,,,,,,,,,
01/03/2019,103.97,103.97,103.97,103.97,90.23,-,,,,,,,,,,,,,
04/03/2019,103.97,103.97,103.97,103.97,90.23,-,,,,,,,,,,,,,
05/03/2019,104.13,104.13,104.13,103.97,90.23,171,,,,,,,,,,,,,
06/03/2019,104.19,104.19,104.19,104.19,90.42,-,,,,,,,,,,,,,
07/03/2019,104.36,104.36,104.36,104.36,90.57,1,,,,,,,,,,,,,
08/03/2019,104.33,104.33,104.22,104.31,90.52,727,,,,,,,,,,,,,
11/03/2019,104.56,104.56,104.21,104.38,90.58,1436,,,,,,,,,,,,,
12/03/2019,104.29,104.29,104.07,104.34,90.55,200,,,,,,,,,,,,,
13/03/2019,104.31,104.58,104.31,104.46,90.65,8537,,,,,,,,,,,,,
14/03/2019,104.2,104.2,104.2,104.34,90.55,222,,,,,,,,,,,,,
15/03/2019,104.55,104.55,104.55,104.55,90.73,-,,,,,,,,,,,,,
18/03/2019,104.67,104.67,104.67,104.67,90.83,-,,,,,,,,,,,,,
19/03/2019,104.51,104.51,104.51,104.61,90.78,250,,,,,,,,,,,,,
20/03/2019,104.49,104.49,104.49,104.57,90.75,233,,,,,,,,,,,,,
21/03/2019,104.9,104.9,104.9,105.01,91.13,224,,,,,,,,,,,,,
22/03/2019,105.52,105.52,105.52,105.34,91.42,597,,,,,,,,,,,,,
25/03/2019,105.65,105.65,105.22,105.61,91.65,11135,,,,,,,,,,,,,
26/03/2019,105.68,105.68,105.68,105.68,91.71,-,,,,,,,,,,,,,
27/03/2019,105.69,106.02,105.69,105.87,91.88,4175,,,,,,,,,,,,,
28/03/2019,106.01,106.01,106.01,105.83,91.84,585,,,,,,,,,,,,,
29/03/2019,106.01,106.01,106.01,105.84,91.85,2,,,,,,,,,,,,,
01/04/2019,105.91,105.91,105.91,105.61,91.65,63,,,,,,,,,,,,,
02/04/2019,105.43,105.43,105.43,105.42,91.49,2379,,,,,,,,,,,,,
03/04/2019,105.28,105.45,105.08,105.24,91.33,1030,,,,,,,,,,,,,
04/04/2019,105.31,105.31,105.31,105.31,91.39,-,,,,,,,,,,,,,
05/04/2019,105.39,105.39,105.39,105.39,91.46,-,,,,,,,,,,,,,
08/04/2019,105.42,105.42,105.42,105.42,91.48,-,,,,,,,,,,,,,
09/04/2019,105.46,105.46,105.46,105.46,91.52,-,,,,,,,,,,,,,
10/04/2019,105.58,105.58,105.58,105.58,91.63,-,,,,,,,,,,,,,
11/04/2019,105.58,105.58,105.58,105.58,91.63,-,,,,,,,,,,,,,
12/04/2019,105.39,105.39,105.39,105.39,91.46,-,,,,,,,,,,,,,
15/04/2019,105.26,105.26,105.26,105.21,91.3,5116,,,,,,,,,,,,,
16/04/2019,105.25,105.25,105.25,105.25,91.34,-,,,,,,,,,,,,,
17/04/2019,105.14,105.14,105.14,105.14,91.24,-,,,,,,,,,,,,,
18/04/2019,105.23,105.23,105.23,105.23,91.32,-,,,,,,,,,,,,,
23/04/2019,105.38,105.38,105.38,105.11,91.22,47,,,,,,,,,,,,,
24/04/2019,105.47,105.47,105.47,105.47,91.53,-,,,,,,,,,,,,,
25/04/2019,105.53,105.53,105.53,105.53,91.58,-,,,,,,,,,,,,,
26/04/2019,105.69,105.69,105.69,105.69,91.72,-,,,,,,,,,,,,,
29/04/2019,105.89,105.89,105.8,105.6,91.64,166,,,,,,,,,,,,,
30/04/2019,105.61,105.61,105.61,105.61,91.65,-,,,,,,,,,,,,,
01/05/2019,105.68,105.68,105.68,105.89,91.9,1256,,,,,,,,,,,,,
02/05/2019,105.57,105.57,105.57,105.57,91.61,-,,,,,,,,,,,,,
03/05/2019,105.67,105.67,105.67,105.67,91.7,-,,,,,,,,,,,,,
07/05/2019,105.48,105.98,105.48,105.85,91.86,520,,,,,,,,,,,,,
08/05/2019,106.13,106.13,106.13,106,91.99,38,,,,,,,,,,,,,
09/05/2019,105.98,105.98,105.98,105.98,91.97,-,,,,,,,,,,,,,
10/05/2019,106.02,106.02,106.02,106.02,92.01,-,,,,,,,,,,,,,
13/05/2019,105.75,105.75,105.75,106.29,92.24,64,,,,,,,,,,,,,
14/05/2019,106.16,106.16,106.16,106.16,92.13,-,,,,,,,,,,,,,
15/05/2019,106.32,106.32,106.32,106.32,92.26,-,,,,,,,,,,,,,
16/05/2019,106.32,106.32,106.32,106.32,92.27,-,,,,,,,,,,,,,
17/05/2019,106.22,106.22,106.22,106.22,92.18,-,,,,,,,,,,,,,
20/05/2019,106.1,106.1,106.1,106.12,92.09,64,,,,,,,,,,,,,
21/05/2019,106.05,106.05,106.05,106.05,92.03,-,,,,,,,,,,,,,
22/05/2019,106.18,106.18,106.18,106.18,92.14,-,,,,,,,,,,,,,
23/05/2019,106.47,106.47,106.47,106.47,92.4,-,,,,,,,,,,,,,
24/05/2019,106.61,106.61,106.61,106.61,92.51,-,,,,,,,,,,,,,
28/05/2019,106.91,106.91,106.91,106.68,92.57,5,,,,,,,,,,,,,
29/05/2019,106.99,106.99,106.99,106.99,92.84,-,,,,,,,,,,,,,
30/05/2019,106.87,106.87,106.87,106.87,92.74,-,,,,,,,,,,,,,
31/05/2019,107.29,107.29,107.29,107.29,93.11,-,,,,,,,,,,,,,
03/06/2019,107.69,107.69,107.69,107.69,93.46,5431,,,,,,,,,,,,,
04/06/2019,108.36,108.36,107.72,107.72,93.48,1107,,,,,,,,,,,,,
05/06/2019,107.96,107.96,107.72,107.81,93.56,1285,,,,,,,,,,,,,
06/06/2019,107.89,107.89,107.89,107.89,93.63,-,,,,,,,,,,,,,
07/06/2019,108.13,108.13,107.78,107.9,93.64,1558,,,,,,,,,,,,,
10/06/2019,107.79,107.79,107.79,107.79,93.54,-,,,,,,,,,,,,,
11/06/2019,107.05,107.05,107.05,107.05,92.9,3637,,,,,,,,,,,,,
12/06/2019,107.68,107.68,107.68,107.81,93.56,58,,,,,,,,,,,,,
13/06/2019,107.75,107.75,107.75,107.96,93.69,60,,,,,,,,,,,,,
14/06/2019,108.09,108.09,108.09,108.09,93.8,-,,,,,,,,,,,,,
17/06/2019,108,108,108,107.95,93.68,25,,,,,,,,,,,,,
18/06/2019,108.3,108.3,108.3,108.3,93.98,-,,,,,,,,,,,,,
19/06/2019,108.12,108.12,108.12,108.12,93.83,-,,,,,,,,,,,,,
20/06/2019,108.12,108.12,108.12,108.97,94.57,68,,,,,,,,,,,,,
21/06/2019,108.92,108.92,108.92,108.62,94.26,366,,,,,,,,,,,,,
24/06/2019,108.87,108.87,108.87,108.87,94.48,-,,,,,,,,,,,,,
25/06/2019,109.06,109.06,109.06,108.92,94.52,325,,,,,,,,,,,,,
26/06/2019,108.76,108.82,108.73,108.6,94.25,1105,,,,,,,,,,,,,
27/06/2019,108.78,108.78,108.78,108.78,94.4,-,,,,,,,,,,,,,
28/06/2019,109.03,109.03,109.03,108.87,94.48,5,,,,,,,,,,,,,
01/07/2019,108.79,108.79,108.79,108.92,94.52,2129,,,,,,,,,,,,,
02/07/2019,109.1,109.1,109.1,109.1,94.67,-,,,,,,,,,,,,,
03/07/2019,109.29,109.29,109.29,109.29,94.84,-,,,,,,,,,,,,,
04/07/2019,109.55,109.55,109.55,109.34,94.89,32,,,,,,,,,,,,,
05/07/2019,108.88,108.88,108.88,108.88,94.49,-,,,,,,,,,,,,,
08/07/2019,108.93,108.93,108.93,108.93,94.53,-,,,,,,,,,,,,,
09/07/2019,108.76,108.76,108.76,108.76,94.39,-,,,,,,,,,,,,,
10/07/2019,108.95,108.95,108.95,108.76,94.38,34,,,,,,,,,,,,,
11/07/2019,108.74,108.74,108.74,108.74,94.36,-,,,,,,,,,,,,,
12/07/2019,108.43,108.43,108.43,108.43,94.1,-,,,,,,,,,,,,,
15/07/2019,108.63,108.63,108.63,108.63,94.27,-,,,,,,,,,,,,,
16/07/2019,108.53,108.53,108.53,108.53,94.18,-,,,,,,,,,,,,,
17/07/2019,108.77,108.77,108.77,108.62,94.26,21,,,,,,,,,,,,,
18/07/2019,108.82,108.82,108.82,108.82,94.43,-,,,,,,,,,,,,,
19/07/2019,108.93,108.93,108.93,108.93,94.54,-,,,,,,,,,,,,,
22/07/2019,109.05,109.05,109.05,109.05,94.64,-,,,,,,,,,,,,,
23/07/2019,109.11,109.11,109.06,108.92,94.52,268,,,,,,,,,,,,,
24/07/2019,109.01,109.01,109.01,109.01,94.6,-,,,,,,,,,,,,,
25/07/2019,108.94,108.94,108.94,108.94,94.54,-,,,,,,,,,,,,,
26/07/2019,108.93,108.93,108.93,108.93,94.53,-,,,,,,,,,,,,,
29/07/2019,108.92,109.08,108.92,108.92,94.52,96,,,,,,,,,,,,,
30/07/2019,109.07,109.07,109.07,109.07,94.65,-,,,,,,,,,,,,,
31/07/2019,109.22,109.22,109.22,109.22,94.78,-,,,,,,,,,,,,,
01/08/2019,109.1,109.1,109.1,107.97,95,183,,,,,,,,,,,,,
02/08/2019,108.49,108.49,108.49,108.34,95.32,986,,,,,,,,,,,,,
05/08/2019,108.81,108.81,108.81,108.81,95.73,-,,,,,,,,,,,,,
06/08/2019,109.08,109.08,109.08,109.08,95.98,-,,,,,,,,,,,,,
07/08/2019,109.37,109.37,109.37,109.5,96.34,91,,,,,,,,,,,,,
08/08/2019,109.01,109.01,109.01,109.01,95.91,-,,,,,,,,,,,,,
09/08/2019,109.32,109.37,109.32,109.22,96.1,260,,,,,,,,,,,,,
12/08/2019,109.18,109.18,109.18,109.4,96.26,1000,,,,,,,,,,,,,
13/08/2019,109.5,109.5,109.5,109.5,96.35,-,,,,,,,,,,,,,
14/08/2019,109.66,109.66,109.66,109.66,96.49,-,,,,,,,,,,,,,
15/08/2019,109.85,109.85,109.85,109.85,96.65,-,,,,,,,,,,,,,
16/08/2019,109.81,109.81,109.81,109.84,96.64,51,,,,,,,,,,,,,
19/08/2019,109.67,109.69,109.67,109.69,96.51,2600,,,,,,,,,,,,,
20/08/2019,109.74,109.74,109.74,109.85,96.65,900,,,,,,,,,,,,,
21/08/2019,109.93,109.93,109.93,109.93,96.72,-,,,,,,,,,,,,,
22/08/2019,109.81,109.81,109.81,109.81,96.61,-,,,,,,,,,,,,,
23/08/2019,109.97,109.97,109.97,109.97,96.76,-,,,,,,,,,,,,,
