Date,Open,High,Low,Close,Adj Close,Volume,,,,,,,,,,,,,
27/08/2019,110.28,110.28,110.28,110.28,97.03,-,,,,,,,,,,,,,
28/08/2019,110.43,110.43,110.43,110.43,97.16,-,,,,,,,,,,,,,
29/08/2019,110.38,110.38,110.38,110.38,97.11,-,,,,,,,,,,,,,
30/08/2019,110.35,110.35,110.35,110.35,97.09,-,,,,,,,,,,,,,
02/09/2019,110.47,110.47,110.47,110.47,97.2,-,,,,,,,,,,,,,
03/09/2019,110.4,110.4,110.4,110.72,97.42,377,,,,,,,,,,,,,
04/09/2019,110.69,110.69,110.69,110.64,97.35,1,,,,,,,,,,,,,
05/09/2019,110.16,110.16,110.16,110.16,96.93,-,,,,,,,,,,,,,
06/09/2019,110.2,110.3,110.2,110.18,96.95,933,,,,,,,,,,,,,
09/09/2019,109.96,109.96,109.96,109.96,96.75,-,,,,,,,,,,,,,
10/09/2019,109.68,109.68,109.68,109.68,96.5,-,,,,,,,,,,,,,
11/09/2019,109.47,109.47,109.38,109.26,96.14,584,,,,,,,,,,,,,
12/09/2019,109.21,109.21,109.21,109.21,96.09,-,,,,,,,,,,,,,
13/09/2019,108.75,108.75,108.75,108.75,95.68,-,,,,,,,,,,,,,
16/09/2019,108.81,108.81,108.81,108.75,95.68,595,,,,,,,,,,,,,
17/09/2019,109.22,109.22,109.03,109.16,96.05,5,,,,,,,,,,,,,
18/09/2019,109.15,109.15,109.15,109.15,96.04,-,,,,,,,,,,,,,
19/09/2019,109.1,109.1,109.1,109.1,95.99,-,,,,,,,,,,,,,
20/09/2019,109.21,109.21,109.21,109.21,96.09,-,,,,,,,,,,,,,
23/09/2019,109.68,109.68,109.68,109.68,96.51,-,,,,,,,,,,,,,
24/09/2019,109.39,109.61,109.39,109.61,96.44,3,,,,,,,,,,,,,
25/09/2019,109.63,109.63,109.63,109.63,96.46,-,,,,,,,,,,,,,
26/09/2019,109.61,109.61,109.61,109.61,96.44,-,,,,,,,,,,,,,
27/09/2019,109.64,109.64,109.64,109.64,96.47,-,,,,,,,,,,,,,
30/09/2019,109.83,109.83,109.83,109.83,96.64,-,,,,,,,,,,,,,
01/10/2019,109.5,109.84,109.5,109.84,96.64,4,,,,,,,,,,,,,
02/10/2019,109.93,109.93,109.93,110.08,96.86,1673,,,,,,,,,,,,,
03/10/2019,110.36,110.36,110.36,110.36,97.11,-,,,,,,,,,,,,,
04/10/2019,110.68,110.68,110.26,110.47,97.2,1141,,,,,,,,,,,,,
07/10/2019,110.54,110.54,110.54,110.54,97.26,-,,,,,,,,,,,,,
08/10/2019,110.49,110.59,110.49,110.59,97.3,9,,,,,,,,,,,,,
09/10/2019,110.58,110.58,110.56,110.56,97.28,18,,,,,,,,,,,,,
10/10/2019,109.95,109.95,109.95,109.95,96.74,-,,,,,,,,,,,,,
11/10/2019,110.08,110.08,110.08,109.56,96.39,114,,,,,,,,,,,,,
14/10/2019,109.77,109.77,109.77,109.98,96.77,777,,,,,,,,,,,,,
15/10/2019,109.96,110.09,109.89,109.89,96.69,558,,,,,,,,,,,,,
16/10/2019,109.58,109.58,109.55,109.75,96.56,1106,,,,,,,,,,,,,
17/10/2019,109.67,109.67,109.63,109.64,96.47,1558,,,,,,,,,,,,,
18/10/2019,109.63,109.63,109.63,109.63,96.45,-,,,,,,,,,,,,,
21/10/2019,109.65,109.65,109.6,109.6,96.43,2720,,,,,,,,,,,,,
22/10/2019,109.58,109.65,109.58,109.64,96.47,23,,,,,,,,,,,,,
23/10/2019,109.5,109.5,109.5,109.5,96.35,-,,,,,,,,,,,,,
24/10/2019,109.34,109.34,109.34,109.66,96.49,291,,,,,,,,,,,,,
25/10/2019,109.64,109.64,109.64,109.45,96.3,98,,,,,,,,,,,,,
28/10/2019,109.27,109.64,109.27,109.15,96.04,98,,,,,,,,,,,,,
29/10/2019,109.24,109.24,109.24,109.24,96.11,-,,,,,,,,,,,,,
30/10/2019,109.49,109.49,109.49,109.49,96.33,-,,,,,,,,,,,,,
31/10/2019,109.49,109.86,109.49,109.91,96.71,2935,,,,,,,,,,,,,
01/11/2019,110.02,110.02,110.02,109.92,96.71,281,,,,,,,,,,,,,
04/11/2019,110.03,110.03,109.91,109.72,96.54,2622,,,,,,,,,,,,,
05/11/2019,110.16,110.16,109.5,109.41,96.27,563,,,,,,,,,,,,,
06/11/2019,109.49,109.55,108.71,109.46,96.31,2205,,,,,,,,,,,,,
07/11/2019,109.11,109.11,109.11,109.11,96,-,,,,,,,,,,,,,
08/11/2019,109.2,109.2,109.2,109.08,95.98,458,,,,,,,,,,,,,
11/11/2019,109.2,109.2,109.2,108.93,95.85,15582,,,,,,,,,,,,,
12/11/2019,108.98,108.98,108.98,108.98,95.89,-,,,,,,,,,,,,,
13/11/2019,109.39,109.39,109.39,109.39,96.24,-,,,,,,,,,,,,,
14/11/2019,109.8,109.8,109.8,109.74,96.55,1833,,,,,,,,,,,,,
15/11/2019,109.77,109.77,109.77,109.77,96.58,-,,,,,,,,,,,,,
18/11/2019,109.85,109.85,109.85,109.85,96.65,-,,,,,,,,,,,,,
19/11/2019,109.64,109.92,109.64,109.96,96.75,447,,,,,,,,,,,,,
20/11/2019,110.08,110.08,110.08,110.08,96.86,-,,,,,,,,,,,,,
21/11/2019,110.04,110.04,110.04,110.04,96.82,-,,,,,,,,,,,,,
22/11/2019,110.09,110.09,110.09,110.09,96.86,-,,,,,,,,,,,,,
25/11/2019,110.1,110.1,110.1,110.1,96.87,-,,,,,,,,,,,,,
26/11/2019,110.35,110.35,110.35,110.3,97.05,69,,,,,,,,,,,,,
27/11/2019,110.18,110.18,110.18,110.18,96.94,-,,,,,,,,,,,,,
28/11/2019,110.05,110.05,110.05,110.27,97.02,86,,,,,,,,,,,,,
29/11/2019,110.14,110.14,110.14,110.14,96.91,-,,,,,,,,,,,,,
02/12/2019,109.81,109.81,109.58,109.73,96.55,8551,,,,,,,,,,,,,
03/12/2019,110.02,110.45,110.02,110.31,97.06,6,,,,,,,,,,,,,
04/12/2019,110.04,110.04,110.04,110.04,96.82,-,,,,,,,,,,,,,
05/12/2019,109.94,109.94,109.94,109.94,96.74,-,,,,,,,,,,,,,
06/12/2019,110.1,110.1,110.1,109.87,96.67,354,,,,,,,,,,,,,
09/12/2019,109.85,109.85,109.85,109.85,96.65,-,,,,,,,,,,,,,
10/12/2019,109.8,110.12,109.41,109.84,96.64,177,,,,,,,,,,,,,
11/12/2019,110.04,110.04,110.04,110.07,96.84,556,,,,,,,,,,,,,
12/12/2019,109.64,109.64,109.64,109.64,96.47,-,,,,,,,,,,,,,
13/12/2019,109.98,109.98,109.98,109.98,96.77,-,,,,,,,,,,,,,
16/12/2019,109.83,109.83,109.83,109.83,96.64,-,,,,,,,,,,,,,
17/12/2019,109.72,110.05,109.72,109.81,96.62,2451,,,,,,,,,,,,,
18/12/2019,109.68,109.68,109.68,109.68,96.5,-,,,,,,,,,,,,,
19/12/2019,109.68,109.68,109.68,109.68,96.5,-,,,,,,,,,,,,,
20/12/2019,109.68,109.68,109.68,109.68,96.5,-,,,,,,,,,,,,,
23/12/2019,109.68,109.68,109.68,109.68,96.51,-,,,,,,,,,,,,,
24/12/2019,109.66,109.66,109.66,109.66,96.49,-,,,,,,,,,,,,,
27/12/2019,110.11,110.11,110.11,109.99,96.77,948,,,,,,,,,,,,,
30/12/2019,110.33,110.33,110.07,109.93,96.72,16,,,,,,,,,,,,,
31/12/2019,110.06,110.06,110.06,110.06,96.83,-,,,,,,,,,,,,,
02/01/2020,110.11,110.11,110.11,110.11,96.88,-,,,,,,,,,,,,,
03/01/2020,110.8,110.8,110.5,110.42,97.15,9,,,,,,,,,,,,,
06/01/2020,110.39,110.39,110.39,110.39,97.13,-,,,,,,,,,,,,,
07/01/2020,110.58,110.58,110.58,110.37,97.11,23,,,,,,,,,,,,,
08/01/2020,110.53,110.53,110.4,110.29,97.04,5,,,,,,,,,,,,,
09/01/2020,110.17,110.17,110.17,109.93,96.73,64,,,,,,,,,,,,,
10/01/2020,110.41,110.41,110.41,110.38,97.11,90,,,,,,,,,,,,,
13/01/2020,110.63,110.86,110.48,110.36,97.1,43,,,,,,,,,,,,,
14/01/2020,110.53,110.53,110.53,110.43,97.16,6233,,,,,,,,,,,,,
15/01/2020,110.73,110.73,110.73,110.59,97.3,215,,,,,,,,,,,,,
16/01/2020,110.54,110.54,110.54,110.54,97.26,-,,,,,,,,,,,,,
17/01/2020,110.54,110.54,110.54,110.54,97.26,-,,,,,,,,,,,,,
20/01/2020,110.75,110.75,110.72,110.61,97.32,642,,,,,,,,,,,,,
21/01/2020,110.86,111.04,110.86,110.9,97.58,621,,,,,,,,,,,,,
22/01/2020,110.83,111.1,110.83,110.96,97.63,1110,,,,,,,,,,,,,
23/01/2020,111.15,111.15,111.15,111.15,97.8,-,,,,,,,,,,,,,
24/01/2020,111.27,111.27,111.27,111.27,97.9,-,,,,,,,,,,,,,
27/01/2020,111.38,111.77,111.38,111.63,98.22,1395,,,,,,,,,,,,,
28/01/2020,111.71,111.71,111.71,111.52,98.12,107,,,,,,,,,,,,,
29/01/2020,112.05,112.05,111.79,111.71,98.29,339,,,,,,,,,,,,,
30/01/2020,111.97,111.97,111.97,111.97,98.52,-,,,,,,,,,,,,,
31/01/2020,112.1,112.1,112.1,112.1,98.63,-,,,,,,,,,,,,,
03/02/2020,110.8,110.8,110.73,110.56,98.57,602,,,,,,,,,,,,,
04/02/2020,110.35,110.57,110.35,110.35,98.39,2025,,,,,,,,,,,,,
05/02/2020,110.06,110.06,110.06,110.19,98.25,183,,,,,,,,,,,,,
06/02/2020,110.18,110.18,110.18,110.18,98.23,-,,,,,,,,,,,,,
07/02/2020,110.66,110.66,110.66,110.49,98.51,858,,,,,,,,,,,,,
10/02/2020,110.79,110.79,110.61,110.61,98.62,356,,,,,,,,,,,,,
11/02/2020,111.06,111.06,110.42,110.57,98.59,198,,,,,,,,,,,,,
12/02/2020,110.35,110.35,110.35,110.35,98.38,-,,,,,,,,,,,,,
13/02/2020,110.79,110.79,110.79,110.53,98.55,1010,,,,,,,,,,,,,
14/02/2020,110.4,110.4,110.4,110.63,98.64,122,,,,,,,,,,,,,
17/02/2020,110.59,110.59,110.59,110.59,98.6,-,,,,,,,,,,,,,
18/02/2020,110.57,110.94,110.57,110.8,98.79,2287,,,,,,,,,,,,,
19/02/2020,110.61,110.79,110.61,110.68,98.69,165,,,,,,,,,,,,,
20/02/2020,110.95,110.95,110.95,110.89,98.87,64,,,,,,,,,,,,,
21/02/2020,111.18,111.18,111.18,111.18,99.12,-,,,,,,,,,,,,,
24/02/2020,111.6,111.6,111.6,111.56,99.46,30,,,,,,,,,,,,,
25/02/2020,111.76,111.76,111.76,111.76,99.65,-,,,,,,,,,,,,,
26/02/2020,111.66,111.66,111.66,111.66,99.56,-,,,,,,,,,,,,,
27/02/2020,111.46,111.47,111.46,111.84,99.72,122,,,,,,,,,,,,,
28/02/2020,111.8,112.28,111.8,112.13,99.97,294,,,,,,,,,,,,,
02/03/2020,112.48,112.89,112.48,112.71,100.49,2147,,,,,,,,,,,,,
03/03/2020,112.59,113.45,112.47,112.94,100.7,1175,,,,,,,,,,,,,
04/03/2020,113.6,113.6,113.34,113.43,101.14,536,,,,,,,,,,,,,
05/03/2020,113.71,113.71,113.71,113.53,101.22,121,,,,,,,,,,,,,
06/03/2020,114.45,114.45,114.45,114.45,102.04,-,,,,,,,,,,,,,
09/03/2020,115.79,115.79,114.61,114.73,102.29,1191,,,,,,,,,,,,,
10/03/2020,113.31,113.72,113.26,113.71,101.39,2237,,,,,,,,,,,,,
11/03/2020,113.18,113.61,112.86,112.57,100.36,63,,,,,,,,,,,,,
12/03/2020,112.27,112.27,112.27,109.86,97.95,70,,,,,,,,,,,,,
13/03/2020,110.48,110.48,110.34,110.34,98.38,1200,,,,,,,,,,,,,
16/03/2020,110.1,110.1,102.07,110.21,98.26,609,,,,,,,,,,,,,
17/03/2020,108,108.5,107.76,110.61,98.63,473,,,,,,,,,,,,,
18/03/2020,106.65,106.65,106.65,106.41,94.88,70,,,,,,,,,,,,,
19/03/2020,103.28,108.72,103.1,104.15,92.86,3435,,,,,,,,,,,,,
20/03/2020,109.03,109.03,109.03,108.06,96.34,1,,,,,,,,,,,,,
23/03/2020,109,109,109,109.38,97.52,162,,,,,,,,,,,,,
24/03/2020,108.91,109.04,108.91,109.72,97.83,1042,,,,,,,,,,,,,
25/03/2020,109.9,109.98,109.9,110.99,98.96,270,,,,,,,,,,,,,
26/03/2020,111.18,111.18,111.18,111.18,99.13,-,,,,,,,,,,,,,
27/03/2020,112.03,112.03,110.76,111.31,99.25,6288,,,,,,,,,,,,,
30/03/2020,113.1,113.1,113.1,112.17,100.01,1250,,,,,,,,,,,,,
31/03/2020,111,112.72,111,112.72,100.5,121,,,,,,,,,,,,,
01/04/2020,111.31,111.31,111.31,111.64,99.54,30,,,,,,,,,,,,,
02/04/2020,110.66,110.66,110.66,111.68,99.57,469,,,,,,,,,,,,,
03/04/2020,111.53,111.53,111.53,111.53,99.44,-,,,,,,,,,,,,,
06/04/2020,113,113,112.5,112.11,99.96,1486,,,,,,,,,,,,,
07/04/2020,111.51,111.52,111.48,111.48,99.4,671,,,,,,,,,,,,,
08/04/2020,112.74,112.74,112.74,112.74,100.52,-,,,,,,,,,,,,,
09/04/2020,113.84,113.84,113.84,113.84,101.5,-,,,,,,,,,,,,,
14/04/2020,113.96,113.96,113.96,113.96,101.61,-,,,,,,,,,,,,,
15/04/2020,113.99,113.99,113.99,113.99,101.63,-,,,,,,,,,,,,,
16/04/2020,114.58,114.58,114.58,114.58,102.17,-,,,,,,,,,,,,,
17/04/2020,114.5,114.5,114.5,114.5,102.09,-,,,,,,,,,,,,,
20/04/2020,114.4,114.4,114.4,114.03,101.67,256,,,,,,,,,,,,,
21/04/2020,113.36,115.17,113.36,114.26,101.88,814,,,,,,,,,,,,,
22/04/2020,114.15,114.15,114.15,114.15,101.78,-,,,,,,,,,,,,,
23/04/2020,114.6,114.6,114.6,114.32,101.92,769,,,,,,,,,,,,,
24/04/2020,115,115.13,115,114.22,101.84,848,,,,,,,,,,,,,
27/04/2020,114.5,115.13,114.5,113.93,101.59,274,,,,,,,,,,,,,
28/04/2020,114.2,114.2,114.2,114.14,101.77,403,,,,,,,,,,,,,
29/04/2020,114.21,114.21,114.21,114.21,101.84,-,,,,,,,,,,,,,
30/04/2020,114.26,114.26,114.26,114.26,101.88,-,,,,,,,,,,,,,
01/05/2020,113.1,113.1,113.1,114.01,101.65,10,,,,,,,,,,,,,
04/05/2020,114.62,114.62,114.62,114.21,101.83,43,,,,,,,,,,,,,
05/05/2020,114.88,114.88,114.88,113.97,101.62,691,,,,,,,,,,,,,
06/05/2020,113.43,113.43,113.43,113.43,101.13,-,,,,,,,,,,,,,
07/05/2020,114,114,112.6,113.5,101.2,1556,,,,,,,,,,,,,
11/05/2020,113.36,113.36,113.36,113.36,101.07,-,,,,,,,,,,,,,
12/05/2020,113.36,113.36,113.36,113.36,101.08,-,,,,,,,,,,,,,
13/05/2020,112.84,114.16,112.84,113.56,101.25,534,,,,,,,,,,,,,
14/05/2020,114,114.11,114,114.25,101.86,926,,,,,,,,,,,,,
15/05/2020,114.61,114.61,114.61,113.94,101.59,31233,,,,,,,,,,,,,
18/05/2020,113.88,113.88,113.88,113.88,101.53,-,,,,,,,,,,,,,
19/05/2020,113.92,113.92,113.92,113.92,101.57,-,,,,,,,,,,,,,
20/05/2020,113.34,113.34,113.34,114,101.64,110,,,,,,,,,,,,,
21/05/2020,114.42,114.42,114.42,114.42,102.02,-,,,,,,,,,,,,,
22/05/2020,114.47,114.47,114.47,114.47,102.06,-,,,,,,,,,,,,,
26/05/2020,114.96,114.96,114.96,114.42,102.01,399,,,,,,,,,,,,,
27/05/2020,114.4,114.4,114.4,114.4,102,-,,,,,,,,,,,,,
28/05/2020,114.29,114.29,114.29,114.29,101.91,-,,,,,,,,,,,,,
29/05/2020,114.38,114.38,114.38,114.38,101.98,-,,,,,,,,,,,,,
01/06/2020,114.54,114.54,114.54,114.54,102.13,-,,,,,,,,,,,,,
02/06/2020,114.66,114.66,114.66,114.45,102.04,42,,,,,,,,,,,,,
03/06/2020,114.35,114.88,114.35,114.24,101.85,897,,,,,,,,,,,,,
04/06/2020,114.46,114.46,114.46,114.07,101.71,1,,,,,,,,,,,,,
05/06/2020,114.02,114.02,113.44,113.88,101.54,1867,,,,,,,,,,,,,
08/06/2020,114.25,114.3,114.24,114.02,101.66,166,,,,,,,,,,,,,
09/06/2020,114.47,115.21,114.44,114.29,101.91,3804,,,,,,,,,,,,,
10/06/2020,115.18,115.18,114.49,114.86,102.41,4518,,,,,,,,,,,,,
11/06/2020,115.41,115.41,115.41,115.41,102.9,13,,,,,,,,,,,,,
12/06/2020,115.31,115.31,115.06,114.95,102.49,208,,,,,,,,,,,,,
15/06/2020,114.84,114.84,114.84,114.84,102.39,-,,,,,,,,,,,,,
16/06/2020,115.09,115.46,115.09,114.87,102.42,88,,,,,,,,,,,,,
17/06/2020,114.98,114.98,114.98,114.79,102.35,314,,,,,,,,,,,,,
18/06/2020,115.03,115.03,115.03,114.94,102.49,1010,,,,,,,,,,,,,
19/06/2020,115.22,115.22,115.22,115.03,102.56,81,,,,,,,,,,,,,
22/06/2020,115.24,115.39,115.23,115.15,102.67,2724,,,,,,,,,,,,,
23/06/2020,114.78,114.79,114.76,114.97,102.51,53,,,,,,,,,,,,,
24/06/2020,114.88,114.88,114.88,114.88,102.43,-,,,,,,,,,,,,,
25/06/2020,115.05,115.05,115.05,115.05,102.58,-,,,,,,,,,,,,,
26/06/2020,115.31,115.31,115.31,115.22,102.73,498,,,,,,,,,,,,,
29/06/2020,115.81,115.81,115.31,115.26,102.77,958,,,,,,,,,,,,,
30/06/2020,115.62,115.62,115.62,115.38,102.87,207,,,,,,,,,,,,,
01/07/2020,115.31,115.31,115.31,115.31,102.81,-,,,,,,,,,,,,,
02/07/2020,115.68,115.68,115.67,115.54,103.01,967,,,,,,,,,,,,,
03/07/2020,116.09,116.09,116.09,115.55,103.03,10,,,,,,,,,,,,,
06/07/2020,115.5,115.5,115.5,115.5,102.98,-,,,,,,,,,,,,,
07/07/2020,115.64,115.64,115.64,115.64,103.11,-,,,,,,,,,,,,,
08/07/2020,115.67,115.67,115.67,115.67,103.13,-,,,,,,,,,,,,,
09/07/2020,115.82,115.82,115.82,115.82,103.26,-,,,,,,,,,,,,,
10/07/2020,116.25,116.25,116.25,116.06,103.48,202,,,,,,,,,,,,,
13/07/2020,115.85,115.85,115.85,115.85,103.29,-,,,,,,,,,,,,,
14/07/2020,116.1,116.26,115.72,116.07,103.49,1149,,,,,,,,,,,,,
15/07/2020,116,116.22,116,116.03,103.45,269,,,,,,,,,,,,,
16/07/2020,116.05,116.43,116.05,116.24,103.64,5432,,,,,,,,,,,,,
17/07/2020,116.47,117.02,116.3,116.53,103.9,3002,,,,,,,,,,,,,
20/07/2020,116.53,116.53,116.53,116.32,103.71,737,,,,,,,,,,,,,
21/07/2020,116.57,116.57,116.16,116.36,103.75,1066,,,,,,,,,,,,,
22/07/2020,116.61,116.61,116.61,116.61,103.97,-,,,,,,,,,,,,,
23/07/2020,116.64,116.64,116.64,116.64,103.99,-,,,,,,,,,,,,,
24/07/2020,116.72,116.72,116.7,116.67,104.02,114,,,,,,,,,,,,,
27/07/2020,116.68,116.68,116.68,116.68,104.04,-,,,,,,,,,,,,,
28/07/2020,116.73,116.73,116.73,116.62,103.98,332,,,,,,,,,,,,,
29/07/2020,116.56,116.56,116.56,116.56,103.93,-,,,,,,,,,,,,,
30/07/2020,117.03,117.04,117.02,116.89,104.22,218,,,,,,,,,,,,,
31/07/2020,116.75,116.75,116.75,116.88,104.21,35,,,,,,,,,,,,,
03/08/2020,116.39,116.39,115.75,115.49,104.13,374,,,,,,,,,,,,,
04/08/2020,115.85,115.98,115.4,115.75,104.37,706,,,,,,,,,,,,,
05/08/2020,115.99,115.99,115.75,115.6,104.23,303,,,,,,,,,,,,,
06/08/2020,116.03,116.55,116.03,115.93,104.53,2152,,,,,,,,,,,,,
07/08/2020,115.81,115.81,115.81,115.81,104.42,-,,,,,,,,,,,,,
10/08/2020,115.58,115.92,115.58,115.64,104.26,1061,,,,,,,,,,,,,
11/08/2020,115.59,115.59,114.98,115.09,103.77,710,,,,,,,,,,,,,
12/08/2020,115.17,115.17,114.83,114.81,103.52,2435,,,,,,,,,,,,,
13/08/2020,114.77,115.16,114.77,114.88,103.58,307,,,,,,,,,,,,,
14/08/2020,114.79,114.79,114.44,114.61,103.33,426,,,,,,,,,,,,,
17/08/2020,114.76,114.76,114.76,114.61,103.34,86,,,,,,,,,,,,,
18/08/2020,114.85,114.85,114.85,114.63,103.35,203,,,,,,,,,,,,,
19/08/2020,114.69,114.69,114.69,114.86,103.56,435,,,,,,,,,,,,,
20/08/2020,114.78,114.78,114.78,114.78,103.48,-,,,,,,,,,,,,,
21/08/2020,115.07,115.07,115.07,114.88,103.57,71,,,,,,,,,,,,,
24/08/2020,114.72,114.72,114.72,114.83,103.54,959,,,,,,,,,,,,,
25/08/2020,114.37,114.37,114.37,114.49,103.22,176,,,,,,,,,,,,,
26/08/2020,114.43,114.43,114.43,114.43,103.17,-,,,,,,,,,,,,,
