,BlackRock Multi,iShares iBoxx,BlackRock EDF,iShares 20+,Vanguard EIF,Cash
05/02/2019,8.555552483,69.19382477,12.89629555,111.1811905,26.63706589,22.35796201
,,,,,,
06/02/2019,8.547448158,69.12882996,12.89629555,111.2363358,26.61353874,22.35943112
,,,,,,
07/02/2019,8.523145676,68.89328003,12.75527954,111.9715958,26.44102859,22.36090032
,,,,,,
08/02/2019,8.523145676,68.87701416,12.7488718,112.4495392,26.48023796,22.36236962
,,,,,,
11/02/2019,8.523145676,68.90950775,12.7488718,112.0083847,26.47239113,22.3667781
,,,,,,
12/02/2019,8.547448158,69.24253845,12.89629555,111.7234421,26.80173683,22.36824778
,,,,,,
13/02/2019,8.555552483,69.14507294,12.92834377,111.3006744,26.8566227,22.36971757
,,,,,,
14/02/2019,8.5636549,69.15322876,12.91552544,111.934845,26.77820969,22.37118745
,,,,,,
15/02/2019,8.579854965,69.37253571,13.07576752,112.1094513,27.15459251,22.37265742
,,,,,,
19/02/2019,8.59606266,69.39691925,13.10781574,112.3943863,27.19379807,22.37853829
,,,,,,
20/02/2019,8.59606266,69.45374298,13.13986397,112.0727081,27.33494186,22.38000875
,,,,,,
21/02/2019,8.587957382,69.38880157,13.10140324,111.0709152,27.27220917,22.3814793
,,,,,,
22/02/2019,8.604161263,69.52687073,13.15268612,111.7326431,27.38982964,22.38294995
,,,,,,
25/02/2019,8.604161263,69.58376312,13.17832088,111.4017792,27.42903709,22.38736249
,,,,,,
26/02/2019,8.61226368,69.67308807,13.17191029,111.9532242,27.38982964,22.38883353
,,,,,,
27/02/2019,8.604161263,69.69747925,13.14627457,110.684906,27.39767075,22.39030466
,,,,,,
28/02/2019,8.632640839,69.65685272,13.10140324,110.3080673,27.38199043,22.39177589
,,,,,,
01/03/2019,8.632640839,69.85429382,13.18473148,109.2885132,27.50745583,22.39324722
,,,,,,
04/03/2019,8.624502182,69.74823761,13.11422348,110.1450272,27.45256233,22.39766179
,,,,,,
05/03/2019,8.624502182,69.71560669,13.10140324,110.3753128,27.42903709,22.3991335
,,,,,,
06/03/2019,8.616364479,69.60137177,13.0180788,110.7805481,27.29574203,22.40060531
,,,,,,
07/03/2019,8.616364479,69.55239105,12.9411602,111.4989624,27.13890839,22.40207722
,,,,,,
08/03/2019,8.600095749,69.43815613,12.91552544,111.9686661,27.07618523,22.40354923
,,,,,,
11/03/2019,8.624502182,69.66664124,13.05012608,111.6371155,27.37414742,22.40796582
,,,,,,
12/03/2019,8.64077282,69.78901672,13.07576752,112.4199982,27.40551949,22.40943821
,,,,,,
13/03/2019,8.657045364,69.97671509,13.17832088,112.2081146,27.56234169,22.4109107
,,,,,,
14/03/2019,8.665184021,69.92775726,13.18473148,111.397644,27.53881454,22.41238329
,,,,,,
15/03/2019,8.681458473,69.99301147,13.26164818,112.1344604,27.6956501,22.41385597
,,,,,,
18/03/2019,8.697728157,69.96855927,13.34497356,112.0699844,27.77405739,22.4182746
,,,,,,
19/03/2019,8.697728157,70.00936127,13.32574749,111.8213196,27.6956501,22.41974767
,,,,,,
20/03/2019,8.697728157,70.31124878,13.21677971,112.9910202,27.54881859,22.42122083
,,,,,,
21/03/2019,8.714001656,70.2949295,13.31292534,113.2397003,27.73037529,22.42270023
,,,,,,
22/03/2019,8.681458473,70.04196167,13.08217525,114.9988327,27.31201744,22.42417973
,,,,,,
25/03/2019,8.673317909,70.0174942,13.06294918,115.1830444,27.26465225,22.42861882
,,,,,,
26/03/2019,8.689590454,70.18887329,13.15268612,115.1001434,27.53303909,22.43009257
,,,,,,
27/03/2019,8.689590454,70.23781586,13.09499741,116.159317,27.43042374,22.43156641
,,,,,,
28/03/2019,8.697728157,70.37652588,13.12063313,116.5645599,27.46199608,22.4330465
,,,,,,
29/03/2019,8.752481461,70.55606079,13.16550255,116.4540558,27.6040802,22.43452668
,,,,,,
01/04/2019,8.768829346,70.53883362,13.31292534,114.799942,27.88825035,22.43900467
,,,,,,
02/04/2019,8.768829346,70.57161713,13.28087616,115.0122452,27.8408947,22.44048524
,,,,,,
03/04/2019,8.777003288,70.59618378,13.30651379,114.0153351,27.87246323,22.44196591
,,,,,,
04/04/2019,8.785175323,70.70272064,13.3513813,114.3384247,27.94350815,22.44344669
,,,,,,
05/04/2019,8.793345451,70.83385468,13.40907192,114.4861069,28.02244186,22.44492755
,,,,,,
08/04/2019,8.793345451,70.79289246,13.42829895,114.0799789,28.06190872,22.44937074
,,,,,,
09/04/2019,8.785175323,70.74371338,13.33856487,114.4399719,27.88035583,22.450852
,,,,,,
10/04/2019,8.793345451,71.05513,13.37528801,114.7168655,27.93561172,22.45233336
,,,,,,
11/04/2019,8.801516533,71.16171265,13.36240196,114.0430222,27.95929337,22.45381481
,,,,,,
12/04/2019,8.801516533,71.26821899,13.46548557,113.2307358,28.13295174,22.45529637
,,,,,,
15/04/2019,8.801516533,71.21906281,13.46548557,113.5168915,28.09348679,22.45974161
,,,,,,
16/04/2019,8.793345451,71.17808533,13.49770069,112.8061447,28.18820953,22.46122355
,,,,,,
17/04/2019,8.793345451,71.00598907,13.49770069,112.8523407,28.16452789,22.46270559
,,,,,,
18/04/2019,8.793345451,71.03875732,13.48481369,113.4430695,28.15662956,22.46419388
,,,,,,
22/04/2019,8.785175323,70.91581726,13.48481369,112.8984451,28.15662956,22.47019108
,,,,,,
23/04/2019,8.801516533,71.16171265,13.55568695,113.1384659,28.29871941,22.47169217
,,,,,,
24/04/2019,8.801516533,71.06333923,13.52991486,114.0615082,28.235569,22.47319336
,,,,,,
25/04/2019,8.793345451,71.09610748,13.50414467,113.8953323,28.13295174,22.47469465
,,,,,,
26/04/2019,8.809689522,71.27640533,13.60078716,114.2830811,28.21189117,22.47619604
,,,,,,
29/04/2019,8.809689522,71.2436676,13.65877056,113.5538177,28.235569,22.48070081
,,,,,,
30/04/2019,8.848266602,71.25182343,13.71675491,114.1353455,28.43291283,22.48220876
,,,,,,
01/05/2019,8.840058327,71.01811218,13.6136713,114.6061783,28.18031693,22.4837168
,,,,,,
02/05/2019,8.823644638,71.06746674,13.58789921,114.0604248,28.13295174,22.48522495
,,,,,,
03/05/2019,8.848266602,71.24854279,13.67809963,114.3842163,28.36976624,22.48670858
,,,,,,
06/05/2019,8.831851006,71.28146362,13.63299847,114.6986542,28.25135231,22.49114157
,,,,,,
07/05/2019,8.807227135,70.85347748,13.46548557,115.5774307,27.88825035,22.49261942
,,,,,,
08/05/2019,8.790810585,70.87818146,13.44615746,115.0778961,27.81720543,22.49409738
,,,,,,
09/05/2019,8.774394989,70.7711792,13.41394424,115.5496445,27.74616432,22.49556927
,,,,,,
10/05/2019,8.799017906,70.96871185,13.48481369,115.3924255,27.90403366,22.4970351
,,,,,,
13/05/2019,8.749770164,70.31852722,13.22066212,116.2989349,27.39094734,22.50143317
,,,,,,
14/05/2019,8.766184807,70.47490692,13.31085682,115.9566574,27.57250023,22.50289938
,,,,,,
15/05/2019,8.782606125,70.54075623,13.3301878,116.6688995,27.64354515,22.50436569
,,,,,,
16/05/2019,8.807227135,70.75473022,13.42682838,116.2804031,27.88035583,22.50584441
,,,,,,
17/05/2019,8.799017906,70.73002625,13.38173008,116.5393753,27.76984215,22.50731707
,,,,,,
20/05/2019,8.782606125,70.66420746,13.34951687,116.2989349,27.69879913,22.51173564
,,,,,,
21/05/2019,8.799017906,70.88641357,13.46548557,116.1138763,27.88825035,22.51320869
,,,,,,
22/05/2019,8.799017906,70.94406891,13.42038536,116.779892,27.84878159,22.51468183
,,,,,,
23/05/2019,8.774394989,70.59013367,13.28509045,118.093399,27.61986542,22.5161489
,,,,,,
24/05/2019,8.782606125,70.49137115,13.3301878,118.1951065,27.70669556,22.51761608
,,,,,,
28/05/2019,8.774394989,70.42552185,13.17555714,119.0461121,27.38305473,22.52348572
,,,,,,
29/05/2019,8.757979393,70.23622131,13.11113453,119.4068451,27.21728897,22.52495953
,,,,,,
30/05/2019,8.766184807,70.38437653,13.11113453,120.433609,27.21728897,22.52643345
,,,,,,
31/05/2019,8.79257679,69.87413025,12.95650482,121.9413528,26.88575554,22.52790745
,,,,,,
03/06/2019,8.809074402,69.98653412,13.09180164,122.7570114,27.15414238,22.53234857
,,,,,,
04/06/2019,8.84207058,70.68930054,13.31085682,121.3573914,27.58039474,22.53381679
,,,,,,
05/06/2019,8.850317955,70.8546524,13.34951687,120.6715088,27.75405312,22.53528512
,,,,,,
06/06/2019,8.866815567,71.00346375,13.40105724,121.0608063,27.91193199,22.53675353
,,,,,,
07/06/2019,8.891559601,71.1853714,13.44615746,122.1081772,28.0461216,22.53821588
,,,,,,
10/06/2019,8.891559601,71.29284668,13.51058578,120.9588242,28.09348679,22.54260348
,,,,,,
11/06/2019,8.899806023,71.3920517,13.52991486,121.0329819,28.11716652,22.5440662
,,,,,,
12/06/2019,8.899806023,71.22673035,13.46548557,121.1256409,28.1092701,22.54552902
,,,,,,
13/06/2019,8.908056259,71.3920517,13.5170269,121.5428162,28.18820953,22.54699193
,,,,,,
14/06/2019,8.899806023,71.34246826,13.49770069,121.8486557,28.17311668,22.54845494
,,,,,,
17/06/2019,8.891559601,71.23497009,13.4719305,122.0618439,28.13339996,22.55282601
,,,,,,
18/06/2019,8.924551964,71.73104858,13.59434128,122.6735916,28.38756943,22.55429557
,,,,,,
19/06/2019,8.941045761,72.07003784,13.60722733,122.8496094,28.45111465,22.55575906
,,,,,,
20/06/2019,8.974040031,72.43382263,13.72964191,123.174057,28.68145561,22.55722263
,,,,,,
21/06/2019,8.957542419,72.20227814,13.73608494,121.8208694,28.6893959,22.5586863
,,,,,,
24/06/2019,8.957542419,72.19403839,13.69742966,122.7292099,28.67352104,22.56309642
,,,,,,
25/06/2019,8.941045761,71.88813782,13.60722733,123.1092224,28.48288727,22.56456665
,,,,,,
26/06/2019,8.924551964,71.85506439,13.60078716,122.3213425,28.34785271,22.56603698
,,,,,,
27/06/2019,8.941045761,72.05347443,13.66521549,123.1833649,28.39551735,22.5675074
,,,,,,
28/06/2019,8.986604691,72.07829285,13.78118229,123.0999298,28.54642677,22.56897792
,,,,,,
01/07/2019,9.003167152,72.09988403,13.8520546,122.8120422,28.71323013,22.57342713
,,,,,,
02/07/2019,9.019732475,72.25767517,13.86494064,123.7592773,28.79265594,22.57490421
,,,,,,
03/07/2019,9.019732475,72.53173828,13.86494064,124.6416016,28.9912262,22.57638757
,,,,,,
05/07/2019,9.019732475,72.24105835,13.92937088,122.9885025,28.91974068,22.57936695
,,,,,,
08/07/2019,9.011449814,72.09988403,13.86494064,123.1557159,28.79265594,22.5838553
,,,,,,
09/07/2019,9.003167152,72.01682281,13.86494064,123.1092377,28.79265594,22.58534543
,,,,,,
10/07/2019,9.019732475,72.21614075,13.90359783,122.4312973,28.88002777,22.58683567
,,,,,,
11/07/2019,9.011449814,72.07496643,13.96158409,120.7967606,28.88002777,22.58832599
,,,,,,
12/07/2019,9.011449814,72.19123077,14.03245354,120.936058,28.98328209,22.58981024
,,,,,,
15/07/2019,9.019732475,72.24105835,14.0195694,121.632576,29.00710869,22.59422644
,,,,,,
16/07/2019,9.011449814,72.09159088,13.98735619,121.2703857,28.92768478,22.59571107
,,,,,,
17/07/2019,9.003167152,72.0002594,13.89715481,122.5798874,28.74499893,22.59720198
,,,,,,
18/07/2019,9.011449814,72.0334549,13.96249199,122.5891495,28.91179848,22.598693
,,,,,,
19/07/2019,9.003167152,71.90888214,13.91278172,122.3012695,28.76088142,22.60018411
,,,,,,
22/07/2019,9.011449814,72.14969635,13.94118881,122.533432,28.77677345,22.60465803
,,,,,,
23/07/2019,9.019732475,72.27427673,14.04061413,121.8647461,28.96739388,22.60614335
,,,,,,
24/07/2019,9.028014183,72.33240509,14.09743214,122.3941498,29.07859421,22.60762876
,,,,,,
25/07/2019,9.011449814,72.23278809,14.02641106,121.809021,28.96739388,22.60911428
,,,,,,
26/07/2019,9.011449814,72.39054108,14.11873722,122.0969086,29.08653831,22.61059989
,,,,,,
29/07/2019,9.011449814,72.28257751,14.06902313,122.1341019,29.1024189,22.6150573
,,,,,,
30/07/2019,9.003167152,72.31581116,14.04771805,122.4312973,29.01505089,22.6165433
,,,,,,
31/07/2019,9.023127556,72.19123077,13.94118881,123.4156723,28.6893959,22.6180232
,,,,,,
01/08/2019,9.023127556,72.15534973,13.82755566,125.8667374,28.40346336,22.6195094
,,,,,,
02/08/2019,9.006494522,72.04695892,13.74943638,127.0299377,28.28431892,22.62083468
,,,,,,
05/08/2019,8.948279381,71.29638672,13.40853882,129.2260895,27.56152534,22.62481097
,,,,,,
06/08/2019,8.964914322,71.75505829,13.52217197,130.2590332,27.84746361,22.62613037
,,,,,,
07/08/2019,8.964914322,71.74671173,13.50086594,130.3054962,27.79980278,22.62744984
,,,,,,
08/08/2019,8.998178482,72.0302887,13.72812843,130.5847168,28.26049042,22.62876319
,,,,,,
09/08/2019,8.989863396,71.93021393,13.65710735,130.3241577,28.12545776,22.63007662
,,,,,,
12/08/2019,8.964914322,71.68000793,13.49376392,133.0413513,27.83157349,22.63401736
,,,,,,
13/08/2019,8.973226547,71.99693298,13.64290524,132.5853729,28.14134789,22.63533109
,,,,,,
14/08/2019,8.931650162,71.35474396,13.27360249,135.5724487,27.39472961,22.6366449
,,,,,,
15/08/2019,8.939965248,71.56323242,13.27360249,137.0799561,27.4185524,22.63795879
,,,,,,
16/08/2019,8.964914322,71.80509186,13.47955894,135.9818878,27.80774879,22.63927895
,,,,,,
19/08/2019,8.981546402,72.01361847,13.61450005,134.0370331,28.11752129,22.64323989
,,,,,,
20/08/2019,8.981546402,72.07198334,13.51506901,135.4235687,27.88717651,22.64456036
,,,,,,
21/08/2019,8.998178482,72.38053894,13.62159824,134.5209198,28.10163116,22.64588091
,,,,,,
22/08/2019,8.998178482,72.51396942,13.61450005,133.6276093,28.10957527,22.64719533
,,,,,,
23/08/2019,8.956596375,72.18039703,13.33751774,135.8237,27.4741497,22.64850983
,,,,,,
26/08/2019,8.964914322,72.53903198,13.44404984,135.2746887,27.72037697,22.65245378
,,,,,,
27/08/2019,8.973226547,72.50564575,13.3730278,137.3590698,27.62506485,22.65376858
,,,,,,
28/08/2019,8.989863396,72.68078613,13.46535587,137.5359344,27.83951759,22.65508346
,,,,,,
29/08/2019,9.006494522,72.75582886,13.64290524,137.0147858,28.11752129,22.65639842
,,,,,,
30/08/2019,9.064137459,72.6891098,13.68551445,137.0520782,28.18105507,22.65771345
,,,,,,
03/09/2019,9.047429085,72.4805603,13.62159824,137.229126,28.07779884,22.66299916
,,,,,,
04/09/2019,9.072489738,72.63132477,13.77784157,137.4342651,28.37168884,22.66432078
,,,,,,
05/09/2019,9.080844879,72.91609955,13.92698193,134.9452972,28.64968872,22.66564248
,,,,,,
06/09/2019,9.089197159,72.98310089,13.92698193,135.9054718,28.72911263,22.66696426
,,,,,,
09/09/2019,9.080844879,73.05847931,14.02641106,133.4909973,28.83236885,22.67091142
,,,,,,
10/09/2019,9.064137459,73.10031891,14.07612419,131.1512146,28.9991684,22.6722335
,,,,,,
11/09/2019,9.072489738,73.09198761,14.15424538,130.9181213,29.18979073,22.67355566
,,,,,,
12/09/2019,9.072489738,73.13383484,14.16845131,130.0605621,29.26127815,22.6748779
,,,,,,
13/09/2019,9.055781364,72.99984741,14.20396042,127.2826309,29.26607704,22.67620021
,,,,,,
16/09/2019,9.064137459,73.25947571,14.16845131,128.9046478,29.19413185,22.68018624
,,,,,,
17/09/2019,9.080844879,73.30135345,14.18975639,129.6037903,29.23409843,22.68158338
,,,,,,
18/09/2019,9.080844879,73.25947571,14.17555332,130.1537781,29.28206635,22.68301165
,,,,,,
19/09/2019,9.080844879,73.17570496,14.19685841,130.5452271,29.26607704,22.68440896
,,,,,,
20/09/2019,9.089197159,73.26786041,14.14714527,132.2698517,29.20212364,22.68558899
,,,,,,
23/09/2019,9.089197159,73.23435974,14.13294029,132.2419281,29.21011734,22.68912943
,,,,,,
24/09/2019,9.080844879,73.13383484,14.03351498,133.8359222,29.06622696,22.6903097
,,,,,,
25/09/2019,9.064137459,73.05847931,14.09033012,131.8783875,29.15415764,22.69149003
,,,,,,
26/09/2019,9.064137459,73.00820923,14.04061413,132.7266693,29.12218475,22.69267042
,,,,,,
27/09/2019,9.055781364,72.92445374,14.03351498,133.0529022,29.09820175,22.69381981
,,,,,,
30/09/2019,9.101921082,73.00820923,14.04771805,133.3791809,29.18614197,22.69723104
,,,,,,
01/10/2019,9.07675457,72.84003448,13.84886265,133.7807465,28.80242729,22.69841173
,,,,,,
02/10/2019,9.043199539,72.41117859,13.58608723,134.1075439,28.25882912,22.69958006
,,,,,,
03/10/2019,9.059977531,72.45320892,13.64290524,135.3308868,28.4187088,22.7007298
,,,,,,
04/10/2019,9.08514595,72.68024445,13.8204546,136.3300781,28.81841087,22.70186716
,,,,,,
07/10/2019,9.068367004,72.62139893,13.77784157,135.2001495,28.69050789,22.70526096
,,,,,,
08/10/2019,9.043199539,72.35227966,13.57898903,135.5643463,28.2348423,22.70639234
,,,,,,
09/10/2019,9.051588058,72.57095337,13.68551445,134.7986145,28.45868301,22.70752377
,,,,,,
10/10/2019,9.051588058,72.66344452,13.77244091,132.7908325,28.61856461,22.70865526
,,,,,,
11/10/2019,9.059977531,72.96615601,13.92918873,131.1473083,28.91434097,22.70978681
,,,,,,
14/10/2019,9.059977531,73.01660919,13.91493893,132.099823,28.85038948,22.71318179
,,,,,,
15/10/2019,9.068367004,73.17637634,14.07168674,130.5029602,29.07421875,22.71431356
,,,,,,
16/10/2019,9.07675457,73.11753082,14.05031013,130.6617126,29.03425598,22.71549514
,,,,,,
17/10/2019,9.07675457,73.21844482,14.1001873,130.3442841,29.11419487,22.71667678
,,,,,,
18/10/2019,9.08514595,73.23523712,14.1073103,130.3442841,29.10619545,22.71782739
,,,,,,
21/10/2019,9.093530655,73.26049805,14.20706081,129.363678,29.29805756,22.72127955
,,,,,,
22/10/2019,9.093530655,73.27729797,14.21418571,130.1200562,29.31404114,22.72243039
,,,,,,
23/10/2019,9.101921082,73.34460449,14.26406002,130.2508392,29.33802032,22.72358129
,,,,,,
24/10/2019,9.101921082,73.42868805,14.24981022,129.9893799,29.30604553,22.72473224
,,,,,,
25/10/2019,9.101921082,73.48751831,14.29968548,129.3543243,29.45793343,22.72588325
,,,,,,
28/10/2019,9.101921082,73.47914886,14.32105637,128.1776733,29.52188683,22.72929931
,,,,,,
29/10/2019,9.093530655,73.34460449,14.34243393,128.2618256,29.60182762,22.73043811
,,,,,,
30/10/2019,9.101921082,73.25209045,14.39230633,130.1387787,29.62580872,22.73157074
,,,,,,
31/10/2019,9.13898468,72.99980164,14.32105637,131.894455,29.55386162,22.73270343
,,,,,,
01/11/2019,9.147407532,73.3130722,14.48493099,131.4884338,29.79367828,22.7336868
,,,,,,
04/11/2019,9.155828476,73.46508026,14.57755184,129.757782,29.8896122,22.7366185
,,,,,,
05/11/2019,9.13898468,73.38908386,14.55617714,128.2984924,29.87362099,22.73758959
,,,,,,
06/11/2019,9.13898468,73.30464172,14.5846796,129.0748901,29.96155548,22.73856072
,,,,,,
07/11/2019,9.12213707,73.27086639,14.67730331,126.7362747,30.03350449,22.73952567
,,,,,,
08/11/2019,9.12213707,73.33840942,14.69867802,126.2030182,30.09745407,22.74049066
,,,,,,
11/11/2019,9.113714218,73.29620361,14.65592766,126.2872238,30.00952148,22.74338588
,,,,,,
12/11/2019,9.113714218,73.3130722,14.67017841,126.8672485,29.98554039,22.74435103
,,,,,,
13/11/2019,9.113714218,73.23709106,14.63455486,127.6904144,29.98554039,22.74531623
,,,,,,
14/11/2019,9.12213707,73.19484711,14.62742901,129.0094299,29.93757439,22.74628146
,,,,,,
15/11/2019,9.13898468,73.41443634,14.74855423,128.8691101,30.12943077,22.74724674
,,,,,,
18/11/2019,9.130561829,73.3215332,14.74142647,129.1029816,30.11344337,22.75014282
,,,,,,
19/11/2019,9.130561829,73.05976105,14.71292591,130.1787872,30.041502,22.75110826
,,,,,,
20/11/2019,9.130561829,72.90775299,14.67730331,131.5258026,29.94556999,22.75207374
,,,,,,
21/11/2019,9.12213707,72.92463684,14.69155312,130.7026367,29.94556999,22.75303926
,,,,,,
22/11/2019,9.130561829,73.20331573,14.74855423,130.8709412,30.01751328,22.75400482
,,,,,,
25/11/2019,9.147407532,73.39754486,14.82692528,131.2545166,30.16141129,22.75690176
,,,,,,
26/11/2019,9.155828476,73.48197174,14.80792332,132.0215607,30.20937347,22.75786749
,,,,,,
27/11/2019,9.164252281,73.57489777,14.8663969,131.6380768,30.28131866,22.75883326
,,,,,,
29/11/2019,9.181162834,73.41443634,14.7933054,131.3574066,30.18538857,22.76076492
,,,,,,
02/12/2019,9.147345543,73.36438751,14.70559883,129.6060944,29.99353027,22.76368141
,,,,,,
03/12/2019,9.147345543,73.26266479,14.57403469,132.3235321,29.77770042,22.76465366
,,,,,,
04/12/2019,9.164252281,73.48307037,14.690979,131.0023346,30.01751328,22.76561971
,,,,,,
05/12/2019,9.164252281,73.59327698,14.690979,130.365036,30.06548119,22.76658581
,,,,,,
06/12/2019,9.189614296,73.69504547,14.82254219,129.6435699,30.31329155,22.76755195
,,,,,,
09/12/2019,9.189614296,73.69504547,14.78599834,129.9246063,30.28131866,22.77045061
,,,,,,
10/12/2019,9.198070526,73.87304688,14.77868748,129.9340363,30.24934387,22.77141691
,,,,,,
11/12/2019,9.214976311,74.0256424,14.80061436,130.9554138,30.29730606,22.77238326
,,,,,,
12/12/2019,9.214976311,74.19519043,14.98333645,128.8001862,30.62505531,22.77334964
,,,,,,
13/12/2019,9.240336418,74.27150726,14.96871758,130.2900696,30.57709503,22.77431607
,,,,,,
16/12/2019,9.248793602,74.4156189,15.07835388,129.1187744,30.79293633,22.77721559
,,,,,,
17/12/2019,9.265703201,74.64451599,15.08566189,128.9407349,30.81342888,22.77818842
,,,,,,
18/12/2019,9.265703201,74.78014374,15.06373978,127.8818588,30.78063393,22.77915505
,,,,,,
19/12/2019,9.274157524,74.74101257,15.11490059,128.0864716,30.8872242,22.78012172
,,,,,,
20/12/2019,9.282608032,74.63040161,15.18798733,128.2553711,31.08401108,22.78108843
,,,,,,
23/12/2019,9.282608032,74.66443634,15.18798733,128.0676727,31.059412,22.78398882
,,,,,,
24/12/2019,9.282608032,74.72399902,15.18068314,128.4337006,31.05121803,22.78495569
,,,,,,
26/12/2019,9.29106617,74.83460999,15.22453117,128.743454,31.14961243,22.78688957
,,,,,,
27/12/2019,9.299519539,74.80057526,15.239151,128.8841705,31.1660099,22.78785657
,,,,,,
30/12/2019,9.282608032,74.74951172,15.1587534,128.4149475,31.03481293,22.79075782
,,,,,,
31/12/2019,9.31825161,74.81760406,15.20991421,127.1572723,31.12500381,22.79172498
,,,,,,
02/01/2020,9.352198601,75.13234711,15.29031181,128.5932159,31.25620079,22.79365943
,,,,,,
03/01/2020,9.352198601,75.05578613,15.18068314,130.5736084,31.03481293,22.79462672
,,,,,,
06/01/2020,9.352198601,74.97922516,15.22453117,129.8321991,31.05121803,22.79752883
,,,,,,
07/01/2020,9.352198601,74.9111557,15.16606236,129.193924,30.92002106,22.79849628
,,,,,,
08/01/2020,9.343712807,74.97922516,15.22453117,128.339859,31.01021576,22.79946377
,,,,,,
09/01/2020,9.360685349,75.17490387,15.30493355,128.7904053,31.1578083,22.80043131
,,,,,,
10/01/2020,9.369171143,75.20046234,15.2464571,129.9354248,31.05121803,22.80139888
,,,,,,
13/01/2020,9.386143684,75.20046234,15.32685852,129.5412445,31.22340775,22.80428312
,,,,,,
14/01/2020,9.394631386,75.19191742,15.33416462,130.2076263,31.26440048,22.80524462
,,,,,,
15/01/2020,9.394631386,75.20894623,15.31224155,131.0710602,31.30539322,22.80620615
,,,,,,
16/01/2020,9.403118134,75.23448181,15.43649006,130.6581879,31.51037788,22.80716773
,,,,,,
17/01/2020,9.411604881,75.17490387,15.48034477,129.5412445,31.60877037,22.80812934
,,,,,,
21/01/2020,9.403118134,75.01324463,15.39263535,130.9021606,31.49398041,22.8120012
,,,,,,
22/01/2020,9.394631386,75.14940643,15.37802315,131.3620911,31.52677536,22.81296926
,,,,,,
23/01/2020,9.386143684,74.9196701,15.34147644,132.2818909,31.53497505,22.81393737
,,,,,,
24/01/2020,9.37765789,74.60488892,15.19529915,133.3518066,31.27260017,22.81490552
,,,,,,
27/01/2020,9.343712807,74.10292053,14.97602844,135.4260406,30.86263084,22.81781021
,,,,,,
28/01/2020,9.352198601,74.74101257,15.08566189,134.365448,31.05121803,22.81877852
,,,,,,
29/01/2020,9.360685349,74.69847107,15.01988316,135.6794434,30.92822838,22.81974687
,,,,,,
30/01/2020,9.352198601,74.77500916,15.056427,135.6982727,31.09220886,22.82071527
,,,,,,
31/01/2020,9.356452942,74.46874237,14.80792332,136.9371338,30.5264492,22.82171494
,,,,,,
03/02/2020,9.356452942,74.45681763,14.85177803,136.8262329,30.62484169,22.82469549
,,,,,,
04/02/2020,9.381996155,74.90105438,15.056427,134.9835815,30.95282173,22.82568909
,,,,,,
05/02/2020,9.407535553,75.20864105,15.29762363,133.5075073,31.45298576,22.82668273
,,,,,,
06/02/2020,9.416051865,75.26843262,15.31224155,134.1091919,31.47758102,22.82767642
,,,,,,
07/02/2020,9.407535553,75.15734863,15.22453117,135.7826385,31.32999039,22.82867015
,,,,,,
10/02/2020,9.407535553,75.25988007,15.28300858,136.1586761,31.44478607,22.83163285
,,,,,,
11/02/2020,9.424565315,75.31115723,15.33416462,135.4724274,31.5923748,22.8326205
,,,,,,
12/02/2020,9.441595078,75.50764465,15.39995003,134.7861328,31.6825695,22.83360819
,,,,,,
13/02/2020,9.441595078,75.53329468,15.34878445,135.3032074,31.60057449,22.83459593
,,,,,,
14/02/2020,9.450107574,75.52474976,15.29762363,135.8954315,31.57597542,22.83558371
,,,,,,
18/02/2020,9.441595078,75.37095642,15.2026062,136.8262329,31.40378761,22.83953526
,,,,,,
19/02/2020,9.450107574,75.40512848,15.26107597,136.8167877,31.47758102,22.8405295
,,,,,,
20/02/2020,9.441595078,75.53329468,15.2464571,137.8885651,31.46938896,22.84152379
,,,,,,
21/02/2020,9.433077812,75.46495056,15.13682461,139.1765289,31.37098694,22.84251813
,,,,,,
24/02/2020,9.356452942,74.65332031,14.65443707,141.2542267,30.47725105,22.84548262
,,,,,,
25/02/2020,9.288348198,74.13214874,14.24513531,142.0063477,29.59991455,22.84647087
,,,,,,
26/02/2020,9.254291534,74.20903778,14.14280701,141.2542267,29.37853622,22.84745917
,,,,,,
27/02/2020,9.169157982,73.20944977,13.64580059,142.7865906,28.15681648,22.8484475
,,,,,,
28/02/2020,9.200766563,73.508461,13.47038746,146.0112457,27.64845276,22.84943588
,,,,,,
02/03/2020,9.217853546,74.06627655,13.93085003,144.9369659,28.84556961,22.85240128
,,,,,,
03/03/2020,9.226395607,73.74874115,13.59463596,147.1872253,28.16501999,22.85339608
,,,,,,
04/03/2020,9.303282738,74.76135254,14.04779148,145.6242981,29.36213493,22.85439093
,,,,,,
05/03/2020,9.243480682,73.81741333,13.60925579,149.2490845,28.46019554,22.85507297
,,,,,,
06/03/2020,9.175138474,72.98500061,13.28035355,157.0166473,28.04202652,22.85575502
,,,,,,
09/03/2020,8.910305977,69.84417725,12.20594025,161.2722931,25.82818031,22.85780131
,,,,,,
10/03/2020,8.961565018,70.91687775,12.71756458,153.0057373,26.89410973,22.85848344
,,,,,,
11/03/2020,8.85904789,69.3722229,12.15477562,147.3755035,25.60679817,22.8591656
,,,,,,
12/03/2020,8.517328262,66.60041809,10.98534393,148.2887573,23.13056946,22.85984778
,,,,,,
13/03/2020,8.568589211,68.69430542,11.87703705,144.9369659,25.25422287,22.86053623
,,,,,,
