,BlackRock Multi,iShares iBoxx,BlackRock EDF,iShares 20+,Vanguard EIF,Cash
16/03/2020,8.218324661,64.91845703,10.60527992,154.3238983,22.35162735,22.86260172
,,,,,,
17/03/2020,8.201243401,65.52776337,11.13883209,144.0331573,23.85211945,22.86275821
,,,,,,
18/03/2020,7.910778046,62.63579941,10.52488232,135.9078217,22.4910183,22.86291469
,,,,,,
19/03/2020,7.825349331,61.22846222,10.60527992,139.6080017,22.36802483,22.86307118
,,,,,,
20/03/2020,7.757005692,59.85541916,10.29099655,150.105896,21.37968254,22.86319637
,,,,,,
23/03/2020,7.586146355,58.89430237,9.918237686,156.291687,20.51125908,22.86347806
,,,,,,
24/03/2020,7.731378555,61.3228569,10.80262184,153.3824005,22.34734726,22.86357195
,,,,,,
25/03/2020,7.825349331,63.04770279,11.08767033,153.0340576,22.7443409,22.86364707
,,,,,,
26/03/2020,8.081640244,65.93107605,11.72354794,153.7872009,24.33231163,22.86370967
,,,,,,
27/03/2020,8.098722458,66.10271454,11.36540985,157.8922577,23.58794975,22.86377226
,,,,,,
30/03/2020,8.149980545,66.66907501,11.63584137,156.5929718,24.39847374,22.86396006
,,,,,,
31/03/2020,8.229794502,66.13703156,11.49697113,155.3219299,23.93531799,22.86401639
,,,,,,
01/04/2020,8.143975258,64.32154846,11.00727081,157.4980621,22.90975571,22.86406647
,,,,,,
02/04/2020,8.161137581,64.82180786,11.24115658,158.4975128,23.63757324,22.86410403
,,,,,,
03/04/2020,8.152558327,63.43325424,11.06574345,158.8746948,23.30674744,22.86413533
,,,,,,
06/04/2020,8.264115334,64.97702026,11.70162201,158.4597931,24.72102928,22.86422923
,,,,,,
07/04/2020,8.307029724,64.97702026,11.75278473,156.800354,24.6962204,22.86426053
,,,,,,
08/04/2020,8.367095947,66.66744232,12.17756653,155.6594543,25.56463814,22.86429183
,,,,,,
09/04/2020,8.495824814,71.03143311,12.45683575,155.942276,26.06914902,22.86432313
,,,,,,
13/04/2020,8.504402161,70.01374817,12.25105858,154.5185699,25.60599136,22.86444833
,,,,,,
14/04/2020,8.590220451,70.30699158,12.45683575,154.480896,26.1932106,22.86447963
,,,,,,
15/04/2020,8.56447506,69.65151215,12.04528141,158.5729675,25.4074955,22.86451093
,,,,,,
16/04/2020,8.573059082,69.5825119,11.98648643,160.3738251,25.34960175,22.86454223
,,,,,,
17/04/2020,8.641712189,69.93609619,12.45683575,158.2240906,26.28418732,22.86457353
,,,,,,
20/04/2020,8.607384682,68.88391113,12.24370861,159.496933,25.80448723,22.86466743
,,,,,,
21/04/2020,8.530147552,67.62477112,11.91299438,161.5052795,25.10975266,22.86469873
,,,,,,
22/04/2020,8.555891991,68.21983337,12.08202744,159.8552246,25.56463814,22.86473003
,,,,,,
23/04/2020,8.56447506,68.18533325,12.07467842,160.7038422,25.54809761,22.86476133
,,,,,,
24/04/2020,8.581642151,67.54714203,12.2363596,161.0809937,25.92028046,22.86478637
,,,,,,
27/04/2020,8.59880352,67.82310486,12.51562595,158.0826721,26.40824699,22.86488027
,,,,,,
28/04/2020,8.615963936,68.03010559,12.58911896,159.9023743,26.44132805,22.86490531
,,,,,,
29/04/2020,8.658875465,69.22888947,12.90513325,159.0726471,26.88794518,22.86493035
,,,,,,
30/04/2020,8.692473412,69.36690521,12.66995907,157.2152252,26.35035324,22.86495539
,,,,,,
01/05/2020,8.640784264,68.17037201,12.33189869,158.561554,25.64734459,22.86498669
,,,,,,
04/05/2020,8.623552322,68.07506561,12.32454967,157.8156586,25.60599136,22.86508059
,,,,,,
05/05/2020,8.640784264,68.66426086,12.36864471,156.8054962,25.77968025,22.86511189
,,,,,,
06/05/2020,8.63216877,68.27433777,12.19961357,154.275238,25.42403793,22.86514319
,,,,,,
07/05/2020,8.65801239,68.44763184,12.38334274,156.8527069,25.58944893,22.86517449
,,,,,,
08/05/2020,8.692473412,69.09744263,12.63321495,154.8134155,26.13531494,22.86520579
,,,,,,
11/05/2020,8.701088905,68.78553772,12.50827885,153.6049652,25.96990013,22.86529969
,,,,,,
12/05/2020,8.675244331,68.69888306,12.30250072,155.1816559,25.46539116,22.865331
,,,,,,
13/05/2020,8.640784264,68.33499146,12.03058338,156.267334,24.99396515,22.8653623
,,,,,,
14/05/2020,8.640784264,68.10105896,12.16286659,157.7967682,25.35787201,22.8653936
,,,,,,
15/05/2020,8.63216877,68.19637299,12.16286659,157.3908234,25.32478905,22.8654249
,,,,,,
18/05/2020,8.709701538,69.40070343,12.69935799,153.935379,26.26764297,22.8655188
,,,,,,
19/05/2020,8.709701538,69.48734283,12.53032494,154.5113068,25.85411263,22.8655501
,,,,,,
20/05/2020,8.761392593,70.22379303,12.72875309,154.9739532,26.20975304,22.8655814
,,,,,,
21/05/2020,8.761392593,70.20646667,12.65526104,155.3609619,26.06087685,22.8656127
,,,,,,
22/05/2020,8.770005226,70.37976837,12.62586594,156.295639,26.10223389,22.86564401
,,,,,,
26/05/2020,8.821696281,70.90827179,12.9786253,154.1997681,26.66463852,22.86576921
,,,,,,
27/05/2020,8.873385429,71.05554962,13.24319553,153.9165192,27.24358368,22.86580051
,,,,,,
28/05/2020,8.882001877,71.12487793,13.16235256,153.3500519,27.21050644,22.86583182
,,,,,,
29/05/2020,8.937372208,71.41081238,13.13296032,154.4451752,27.24358368,22.86586312
,,,,,,
01/06/2020,8.946023941,71.95096588,13.22114754,153.4053345,27.26012802,22.86595702
,,,,,,
02/06/2020,8.980632782,72.66420746,13.36813164,152.847641,27.53305817,22.86598832
,,,,,,
03/06/2020,9.032539368,73.00344849,13.68414402,150.8152008,28.06238365,22.86602589
,,,,,,
04/06/2020,9.032539368,72.77726746,13.77233315,148.6315765,28.12854767,22.86606345
,,,,,,
05/06/2020,9.101759911,73.46442413,14.14714336,147.5727692,28.86463547,22.86610101
,,,,,,
08/06/2020,9.136365891,73.55142212,14.40436459,148.1399689,29.26162529,22.86623248
,,,,,,
09/06/2020,9.110408783,72.97736359,14.13979244,149.8226471,28.81501579,22.8662763
,,,,,,
10/06/2020,9.093110085,72.87294769,13.85317802,152.0441284,28.37666512,22.86632013
,,,,,,
11/06/2020,8.937372208,71.00285339,12.99332523,154.9178925,26.63982201,22.86637021
,,,,,,
12/06/2020,8.971980095,71.70742035,13.21379757,153.4242706,26.9789238,22.86642029
,,,,,,
15/06/2020,8.971980095,72.40325165,13.29463863,153.5093536,27.16914749,22.86657054
,,,,,,
16/06/2020,9.049845695,72.6989975,13.51511192,151.1555176,27.69020271,22.86662689
,,,,,,
17/06/2020,9.049845695,72.35977173,13.41957378,151.7794495,27.48343468,22.86668323
,,,,,,
18/06/2020,9.032539368,72.33367157,13.40487671,153.3864746,27.47516632,22.86673958
,,,,,,
19/06/2020,9.032539368,72.09011841,13.31668663,153.5093536,27.26012802,22.86679592
,,,,,,
22/06/2020,9.032539368,72.03794861,13.30933857,153.5282593,27.21050644,22.86696496
,,,,,,
23/06/2020,9.032539368,72.14232635,13.36077976,152.4789886,27.22704506,22.86701505
,,,,,,
24/06/2020,8.971980095,71.40296936,12.94922638,154.1143799,26.52403641,22.86706513
,,,,,,
25/06/2020,8.980632782,71.42906952,13.11825848,154.5586548,26.79696846,22.86711522
,,,,,,
26/06/2020,8.937372208,70.75061035,12.81694412,156.2129364,26.22103882,22.8671653
,,,,,,
29/06/2020,8.954677582,70.35050201,12.9859724,155.7213745,26.63777542,22.86731556
,,,,,,
30/06/2020,9.012907982,70.99415588,13.11091042,154.9651489,26.95449638,22.86736564
,,,,,,
01/07/2020,9.030292511,71.21514893,13.0815134,154.6641998,26.8961525,22.86741573
,,,,,,
02/07/2020,9.065057755,71.73922729,13.14765644,154.8250427,27.0295105,22.86746582
,,,,,,
06/07/2020,9.108510017,72.25460052,13.30198956,154.190979,27.27121544,22.8676912
,,,,,,
07/07/2020,9.082435608,71.77415466,13.06681347,156.3582611,26.92948914,22.86774755
,,,,,,
08/07/2020,9.091130257,71.96634674,13.11091042,155.7336731,26.9711628,22.8678039
,,,,,,
09/07/2020,9.065057755,71.80913544,12.87573719,158.2132721,26.55443001,22.86786025
,,,,,,
10/07/2020,9.082435608,72.05370331,13.14030457,157.4182739,27.03783798,22.8679166
,,,,,,
13/07/2020,9.082435608,71.66065216,13.14765644,157.9388275,27.12118912,22.86808564
,,,,,,
14/07/2020,9.108510017,72.27206421,13.27994061,158.1659393,27.50459099,22.86814199
,,,,,,
15/07/2020,9.143280983,72.68260956,13.52981281,157.4277344,27.85464287,22.86819834
,,,,,,
16/07/2020,9.143280983,72.75249481,13.52001476,158.175415,27.89632034,22.86826095
,,,,,,
17/07/2020,9.16065979,72.95339203,13.53508854,157.8441467,28.03800583,22.86832356
,,,,,,
20/07/2020,9.186732292,73.39014435,13.46726418,158.232193,27.84631157,22.8684926
,,,,,,
21/07/2020,9.212807655,73.73077393,13.59537888,158.3268127,28.12969017,22.86855521
,,,,,,
22/07/2020,9.230190277,73.87929535,13.56523228,158.8000641,28.27137947,22.86861783
,,,,,,
23/07/2020,9.230190277,73.82685089,13.55769539,160.6550293,28.22137642,22.86867418
,,,,,,
24/07/2020,9.212807655,73.8967514,13.50494194,160.6456146,27.94632721,22.86873053
,,,,,,
27/07/2020,9.221499443,74.07146454,13.50494194,160.0493164,28.00466919,22.86889958
,,,,,,
28/07/2020,9.221499443,73.87929535,13.48987103,161.1566315,27.98800468,22.86896219
,,,,,,
29/07/2020,9.256263733,74.28983307,13.70088387,160.8821716,28.28804588,22.8690248
,,,,,,
30/07/2020,9.238880157,74.44703674,13.55016041,161.9421539,28.02967453,22.86908741
,,,,,,
31/07/2020,9.265928268,74.58679962,13.48233509,161.8380127,27.90465546,22.86915002
,,,,,,
03/08/2020,9.274652481,74.60521698,13.55016041,161.0231476,27.97133255,22.86933786
,,,,,,
04/08/2020,9.300831795,74.57894135,13.5803051,162.5581512,28.10468864,22.86940047
,,,,,,
05/08/2020,9.31828022,74.71045685,13.6330595,161.1369324,28.22137642,22.86946309
,,,,,,
06/08/2020,9.327005386,74.87709808,13.61798668,162.0370331,28.21303749,22.8695257
,,,,,,
07/08/2020,9.327005386,74.69291687,13.75363827,160.9569092,28.51308441,22.86958831
,,,,,,
10/08/2020,9.335729599,74.72799683,13.86668205,160.2368164,28.75479698,22.86977615
,,,,,,
11/08/2020,9.327005386,74.05273438,13.90436649,158.332428,28.75479698,22.86983877
,,,,,,
12/08/2020,9.353178978,74.07024384,14.01740551,156.8922424,29.01317406,22.86990138
,,,,,,
13/08/2020,9.335729599,73.86855316,13.93450928,155.2151947,28.76312447,22.869964
,,,,,,
14/08/2020,9.31828022,73.73697662,13.9495821,154.6087952,28.78813553,22.87002661
,,,,,,
17/08/2020,9.327005386,74.17549896,13.92697334,154.9972839,28.73812675,22.87021446
,,,,,,
18/08/2020,9.335729599,74.28954315,13.88175488,156.105835,28.64644241,22.87027707
,,,,,,
19/08/2020,9.327005386,74.07904053,13.83653831,155.1299896,28.5714283,22.87033343
,,,,,,
20/08/2020,9.327005386,74.32459259,13.7159586,156.532196,28.44641304,22.87038978
,,,,,,
21/08/2020,9.327005386,74.31581879,13.6556673,157.4702301,28.47974396,22.87044613
,,,,,,
24/08/2020,9.361905098,74.65782166,13.88929367,157.214386,28.87148476,22.8706152
,,,,,,
25/08/2020,9.361905098,74.73677063,13.88929367,156.0110931,28.82980728,22.87067155
,,,,,,
26/08/2020,9.361905098,74.72799683,13.83653831,155.4141693,28.78813553,22.87072791
,,,,,,
27/08/2020,9.353178978,74.61399078,13.88929367,152.7706909,28.9131546,22.87078426
,,,,,,
28/08/2020,9.361905098,74.67539215,13.9495821,152.6570129,29.07985306,22.87083435
,,,,,,
31/08/2020,9.397814751,74.57015228,13.81392956,153.6708374,28.88814735,22.87100342
,,,,,,
01/09/2020,9.397814751,74.97606659,13.78378582,155.4284821,28.87148476,22.87105978
,,,,,,
02/09/2020,9.45036602,75.0641098,13.99479961,156.9082184,29.37156677,22.87111613
,,,,,,
03/09/2020,9.397814751,74.59744263,13.768713,157.3540497,28.79646492,22.87117249
,,,,,,
04/09/2020,9.362782478,74.39492798,13.78378582,154.3661346,28.77980042,22.87122884
,,,,,,
08/09/2020,9.327744484,73.98107147,13.56523228,155.3146667,28.23804283,22.87145427
,,,,,,
09/09/2020,9.362782478,74.56221771,13.73103046,154.8973083,28.62143707,22.87151063
,,,,,,
10/09/2020,9.345263481,74.20999908,13.54262352,155.6846008,28.21303749,22.87156698
,,,,,,
11/09/2020,9.354022026,74.35968018,13.6330595,156.0166016,28.45474815,22.87162334
,,,,,,
14/09/2020,9.380293846,74.2804718,13.78378582,156.0070953,28.79646492,22.87179241
,,,,,,
15/09/2020,9.397814751,74.48297119,13.7611742,155.6276855,28.77146721,22.87184877
,,,,,,
16/09/2020,9.397814751,74.48297119,13.86668205,155.1628876,28.89648628,22.87190513
,,,,,,
17/09/2020,9.389056206,74.40371704,13.81392956,155.637146,28.80480194,22.87196149
,,,,,,
18/09/2020,9.354022026,74.21879578,13.7159586,155.1533813,28.62977409,22.87201784
,,,,,,
21/09/2020,9.292713165,73.62005615,13.37682724,155.9406738,28.02967453,22.87218692
,,,,,,
22/09/2020,9.292713165,73.87541199,13.36929035,155.8174286,28.06300926,22.87224328
,,,,,,
23/09/2020,9.248918533,73.12696838,13.13566685,156.026123,27.55459595,22.87229964
,,,,,,
24/09/2020,9.231405258,73.17099762,13.14320374,156.6236572,27.62960815,22.87235599
,,,,,,
25/09/2020,9.231405258,73.03892517,13.24870968,156.6236572,27.91299057,22.87241235
,,,,,,
28/09/2020,9.275195122,73.51438904,13.45218945,156.1778412,28.30255318,22.87258143
,,,,,,
29/09/2020,9.266439438,73.57603455,13.36929035,156.358017,28.10105896,22.87263779
,,,,,,
30/09/2020,9.325325966,73.87541199,13.44465351,154.8593597,28.33613968,22.87269415
,,,,,,
01/10/2020,9.342902184,74.12921143,13.42957973,155.1147766,28.31095695,22.87275051
,,,,,,
02/10/2020,9.334115982,74.12921143,13.46726418,154.5355682,28.36972809,22.87280687
,,,,,,
05/10/2020,9.369272232,74.68630219,13.67074108,151.5160675,28.82310295,22.87297595
,,,,,,
06/10/2020,9.369272232,74.51826477,13.53508854,152.3326416,28.57962036,22.87303231
,,,,,,
07/10/2020,9.386850357,74.78356934,13.72349358,151.2217255,29.04139709,22.87308867
,,,,,,
08/10/2020,9.4220047,74.9515686,13.88934994,152.0382843,29.40242386,22.87314503
,,,,,,
09/10/2020,9.430796623,75.11960602,13.94993496,152.0098267,29.46958733,22.87320139
,,,,,,
12/10/2020,9.457161903,75.49983215,14.04838753,152.4940948,29.72986031,22.87337048
,,,,,,
13/10/2020,9.448370934,75.16381073,13.86662769,153.5860291,29.48638153,22.87342684
,,,,,,
14/10/2020,9.430796623,74.9781189,13.78332233,153.9373474,29.36883545,22.8734832
,,,,,,
15/10/2020,9.404427528,74.92504883,13.80604267,153.6714935,29.41921616,22.87353956
,,,,,,
16/10/2020,9.413214684,74.83664703,13.85148239,153.2442169,29.51996231,22.87359592
,,,,,,
19/10/2020,9.39563942,74.57135773,13.68486977,152.664978,29.10856438,22.87376501
,,,,,,
20/10/2020,9.413214684,74.83664703,13.78332233,151.212204,29.15893936,22.87382137
,,,,,,
21/10/2020,9.39563942,74.82775879,13.7075901,150.6899567,29.0246067,22.87387774
,,,,,,
22/10/2020,9.404427528,74.96041107,13.85148239,149.1232758,29.32685852,22.8739341
,,,,,,
23/10/2020,9.4220047,75.04885101,13.92721367,150.0348206,29.36044312,22.87399046
,,,,,,
26/10/2020,9.369272232,74.38564301,13.65457916,151.430603,28.83989716,22.87415955
,,,,,,
27/10/2020,9.3516922,74.42102051,13.47282028,152.4465942,28.42849731,22.87421591
,,,,,,
28/10/2020,9.237436295,73.80200958,13.10930252,152.589035,27.63088799,22.87427228
,,,,,,
29/10/2020,9.24622345,74.01423645,13.17745972,151.1077728,27.84078217,22.87432864
,,,,,,
30/10/2020,9.262983322,74.17341614,13.13959599,149.6170502,27.77361679,22.87438501
,,,,,,
02/11/2020,9.298272133,74.35015106,13.36679268,150.7377319,28.30255318,22.8745541
,,,,,,
03/11/2020,9.360024452,74.98957825,13.65457916,149.8631897,28.76432991,22.87461046
,,,,,,
04/11/2020,9.430602074,75.69115448,13.72274017,153.1140747,28.78952217,22.87466683
,,,,,,
05/11/2020,9.501176834,75.95756531,13.94236088,153.3802643,29.25968742,22.87472319
,,,,,,
06/11/2020,9.501176834,75.69115448,13.88177395,151.5266418,29.20931625,22.87477956
,,,,,,
09/11/2020,9.589395523,76.2684021,14.57094002,148.3423309,30.20002937,22.87494865
,,,,,,
10/11/2020,9.598215103,76.16181946,14.77541828,147.4868317,30.5946331,22.87500502
,,,,,,
11/11/2020,9.624680519,76.13517761,14.76784515,148.019104,30.60303497,22.87506138
,,,,,,
12/11/2020,9.589395523,75.62010193,14.5633688,150.5380859,30.21681786,22.87511775
,,,,,,
13/11/2020,9.624680519,75.87763977,14.85115242,150.338501,30.73736572,22.87517411
,,,,,,
16/11/2020,9.659970284,76.30391693,15.08592224,149.9772491,31.17395401,22.87534321
,,,,,,
17/11/2020,9.659970284,76.33058167,15.04805851,150.9562836,31.02282715,22.87539958
,,,,,,
18/11/2020,9.651148796,76.18847656,14.9117384,151.3935852,30.72057152,22.87545595
,,,,,,
19/11/2020,9.659970284,76.4460144,14.93445492,152.1730499,30.76255226,22.87551231
,,,,,,
20/11/2020,9.651148796,76.30391693,14.88901806,153.5227966,30.63661957,22.87556242
,,,,,,
23/11/2020,9.668791771,76.41938019,15.12378693,152.8194122,30.98084831,22.87571273
,,,,,,
24/11/2020,9.712901115,76.65029144,15.51358223,151.2985687,31.56856155,22.87576283
,,,,,,
25/11/2020,9.704077721,76.61472321,15.43546581,150.8327637,31.40903854,22.87581294
,,,,,,
27/11/2020,9.712901115,76.73908997,15.42765427,152.2966309,31.40903854,22.87591315
,,,,,,
30/11/2020,9.719985008,76.65914917,15.19331169,152.1064911,31.07319832,22.87606346
,,,,,,
01/12/2020,9.764247894,76.85620117,15.34172821,149.8638,31.37545395,22.87611983
,,,,,,
02/12/2020,9.773099899,77.07019043,15.45109081,148.6743927,31.54336929,22.8761762
,,,,,,
03/12/2020,9.781949997,77.11476135,15.49795628,149.8732605,31.53497887,22.87623256
,,,,,,
04/12/2020,9.808507919,77.43572998,15.70886993,147.6752777,31.88760185,22.87628893
,,,,,,
07/12/2020,9.799654007,77.40007019,15.59169769,149.0074463,31.70289612,22.87645804
,,,,,,
08/12/2020,9.808507919,77.33768463,15.59950638,149.7115631,31.84562111,22.87651441
,,,,,,
09/12/2020,9.790802002,77.22177124,15.61513042,149.2167511,31.87081146,22.87657078
,,,,,,
10/12/2020,9.799654007,77.36438751,15.60731792,150.5393219,31.76166344,22.87662715
,,,,,,
11/12/2020,9.790802002,77.2841568,15.49014568,151.0722198,31.68609619,22.87668352
,,,,,,
14/12/2020,9.781949997,77.30200195,15.3651619,150.6535187,31.34187508,22.87685263
,,,,,,
15/12/2020,9.817361832,77.5427475,15.5682621,150.149231,31.76166344,22.876909
,,,,,,
16/12/2020,9.835063934,77.42681122,15.57607269,149.7496033,31.6777153,22.87696537
,,,,,,
17/12/2020,9.852770805,77.54232025,15.63075352,149.3533478,31.81204033,22.87702174
,,,,,,
18/12/2020,9.843917847,77.60498047,15.5682621,148.9056091,31.74683952,22.87707811
,,,,,,
21/12/2020,9.799654007,77.3274231,15.47452259,149.4962463,31.57748032,22.87724722
,,,,,,
22/12/2020,9.799654007,77.42594147,15.3885994,150.2677765,31.36577225,22.87730359
,,,,,,
23/12/2020,9.817361832,77.77510071,15.5526371,149.2294922,31.56053925,22.87735996
,,,,,,
24/12/2020,9.835063934,77.93626404,15.5604496,149.8200531,31.62827873,22.87741633
,,,,,,
28/12/2020,9.86162281,78.034729,15.65418911,149.8867493,31.72990036,22.87764182
,,,,,,
29/12/2020,9.870473862,77.93626404,15.63075352,149.6962738,31.66215706,22.87769819
,,,,,,
30/12/2020,9.87932682,78.09740448,15.6776247,150.0201416,31.76377487,22.87775456
,,,,,,
31/12/2020,9.934419632,78.16009521,15.77917385,150.2391357,32.05168533,22.87781094
,,,,,,
04/01/2021,9.90776062,77.99892426,15.63075352,150.0582123,31.6367588,22.87803643
,,,,,,
05/01/2021,9.934419632,78.02577972,15.77136135,148.9437714,31.88232803,22.8780928
,,,,,,
06/01/2021,9.952192307,77.88252258,16.19317818,145.8862457,32.54283524,22.87814917
,,,,,,
07/01/2021,9.978848457,78.10635376,16.3259716,144.6003113,32.75453568,22.87820555
,,,,,,
08/01/2021,10.00550747,78.22274017,16.37284279,144.1336212,32.77148056,22.87826192
,,,,,,
11/01/2021,9.978848457,77.80197144,16.3650322,143.8954926,32.88156128,22.87843104
,,,,,,
12/01/2021,9.96996212,77.90042114,16.47439384,143.7811432,32.98317719,22.87848741
,,,,,,
13/01/2021,9.978848457,78.1332016,16.44314766,145.4004364,33.00011063,22.87854379
,,,,,,
14/01/2021,9.987733841,78.11530304,16.52907181,144.0383453,33.12713242,22.87860016
,,,,,,
15/01/2021,9.96996212,77.9899826,16.33378601,144.609848,32.89849854,22.87865654
,,,,,,
19/01/2021,9.996620178,78.21380615,16.43533325,145.0765991,33.03397751,22.87888204
,,,,,,
20/01/2021,10.03216457,78.35704803,16.48220253,145.2194824,33.04245377,22.87893841
,,,,,,
21/01/2021,10.03216457,78.31228638,16.3494091,144.2002563,32.88156128,22.87899479
,,,,,,
22/01/2021,10.01439571,78.16009521,16.27129173,144.6669922,32.72913742,22.8790449
,,,,,,
25/01/2021,10.02328014,78.17797852,16.24785805,146.3720093,32.83074951,22.87919523
,,,,,,
26/01/2021,10.00550747,78.06160736,16.1541214,146.0957642,32.73759842,22.87924534
,,,,,,
27/01/2021,9.925536156,77.83778381,15.72449112,146.4672699,31.93313026,22.87929546
,,,,,,
28/01/2021,9.952192307,78.07053375,15.94321442,145.6576233,32.28879929,22.87934557
,,,,,,
29/01/2021,9.923661232,77.86463928,15.62294292,144.781311,31.73836899,22.87938942
,,,,,,
01/02/2021,9.968240738,78.11441803,15.7635498,144.9491577,31.95007706,22.87952096
,,,,,,
02/02/2021,10.02173615,78.30314636,16.01351357,144.0146179,32.28879929,22.87957107
,,,,,,
03/02/2021,10.02173615,78.36602783,16.09162712,142.7367706,32.36501312,22.87962119
,,,,,,
04/02/2021,10.04848862,78.52778625,16.27910423,142.3553162,32.788414,22.8796713
,,,,,,
05/02/2021,10.06631851,78.64459991,16.3259716,141.1633453,32.88156128,22.87972141
,,,,,,
08/02/2021,10.08415127,78.87823486,16.47439384,141.7831879,33.16947174,22.87987175
,,,,,,
09/02/2021,10.09306717,78.73444366,16.46657944,141.888031,33.14407349,22.8799156
,,,,,,
10/02/2021,10.09306717,78.71647644,16.46657944,142.8321381,33.16101074,22.87996571
,,,,,,
11/02/2021,10.11089897,78.75243378,16.45095825,142.0501862,33.1525383,22.88001583
,,,,,,
12/02/2021,10.11981583,78.87823486,16.53688431,140.2859802,33.32189941,22.88006594
,,,,,,
16/02/2021,10.11981583,78.75243378,16.60718918,138.1499023,33.38965225,22.8802664
,,,,,,
17/02/2021,10.11089897,78.72547913,16.63843346,139.0271912,33.47432327,22.88031651
,,,,,,
18/02/2021,10.09306717,78.61763,16.54469681,138.4646149,33.38117599,22.88036663
,,,,,,
19/02/2021,10.09306717,78.62661743,16.61499977,136.6240845,33.40658188,22.88041048
,,,,,,
22/02/2021,10.06631851,78.38401794,16.7165451,135.5846405,33.50819778,22.88054203
,,,,,,
23/02/2021,10.06631851,78.57273102,16.80247498,135.1937103,33.61828232,22.88058588
,,,,,,
24/02/2021,10.07523346,78.6536026,17.03681946,134.3068085,33.98241043,22.88062973
,,,,,,
25/02/2021,10.01282024,77.90776825,16.7399826,132.1135101,33.43198776,22.88067358
,,,,,,
26/02/2021,10.00029945,77.6741333,16.50563812,136.4810333,32.98317719,22.88071743
,,,,,,
01/03/2021,10.07185841,78.54614258,16.88058853,134.6784668,33.60981369,22.88084898
,,,,,,
02/03/2021,10.06291103,78.42893219,16.87277794,134.6880341,33.52512741,22.88089283
,,,,,,
03/03/2021,10.03607845,78.17644501,16.91183281,133.2272644,33.49972534,22.88093668
,,,,,,
04/03/2021,9.982409477,77.87882996,16.81809807,132.3679657,33.177948,22.88098054
,,,,,,
05/03/2021,10.0092411,78.11328888,17.09149551,132.6257172,33.89772797,22.88102439
,,,,,,
08/03/2021,9.982409477,77.54516602,17.26335335,131.5945892,34.18564224,22.88115594
,,,,,,
09/03/2021,10.01818657,77.65338898,17.23991585,133.4182129,34.14330673,22.88119979
,,,,,,
10/03/2021,10.04502296,77.89686584,17.50550461,133.6855164,34.59211349,22.88124364
,,,,,,
11/03/2021,10.09869194,78.18545532,17.48207092,132.7212372,34.60904694,22.8812875
,,,,,,
12/03/2021,10.08974648,77.96902466,17.65392685,129.9046783,34.90543365,22.88133135
,,,,,,
15/03/2021,10.10763645,77.97802734,17.70079613,130.6684875,35.01551437,22.8814629
,,,,,,
16/03/2021,10.11658096,77.79767609,17.61486626,130.1433716,34.90543365,22.88150676
,,,,,,
17/03/2021,10.10763645,77.90589142,17.70079613,129.1695099,34.99010849,22.88155061
,,,,,,
18/03/2021,10.07185841,77.3106842,17.63048935,127.8614578,34.87155914,22.88159446
,,,,,,
19/03/2021,10.06291103,77.60829163,17.54456329,128.6539764,34.74453735,22.88163831
,,,,,,
22/03/2021,10.08080196,77.88785553,17.50550461,130.0955963,34.76994324,22.88176987
,,,,,,
23/03/2021,10.05396843,77.96902466,17.28678322,131.269989,34.42274857,22.88181372
,,,,,,
24/03/2021,10.03607845,78.01410675,17.29459572,131.9765167,34.49860001,22.88185758
,,,,,,
25/03/2021,10.05396843,78.14936829,17.50550461,130.9358368,34.91619492,22.88190143
,,,,,,
26/03/2021,10.10763645,78.38382721,17.73984909,130.4775543,35.53833389,22.88194528
,,,,,,
29/03/2021,10.10763645,78.42893219,17.64611244,129.3700256,35.50423431,22.88207684
,,,,,,
30/03/2021,10.09869194,78.23953247,17.68516922,130.0478973,35.41901779,22.8821207
,,,,,,
31/03/2021,10.14447689,78.61831665,17.58362198,129.3222809,35.27413559,22.88216455
,,,,,,
01/04/2021,10.1714077,78.78479004,17.71641731,131.4686737,35.47867584,22.88220214
,,,,,,
05/04/2021,10.20732021,78.82099915,17.85702705,130.8950195,35.75991821,22.88237755
,,,,,,
06/04/2021,10.22527313,78.95671082,17.86483574,131.7841492,35.6917305,22.88242141
,,,,,,
07/04/2021,10.22527313,78.92956543,17.87579346,130.8663177,35.68320847,22.88246526
,,,,,,
08/04/2021,10.24322796,78.95671082,17.8679657,131.9466705,35.6661644,22.88250912
,,,,,,
09/04/2021,10.25220585,78.90242004,17.93057632,131.4686737,35.83661652,22.88255297
,,,,,,
12/04/2021,10.24322796,78.82099915,17.92275238,131.4112701,35.86218643,22.88268453
,,,,,,
13/04/2021,10.24322796,78.87528229,17.8679657,132.3960266,35.73434448,22.88272839
,,,,,,
14/04/2021,10.24322796,78.83908844,17.99318695,131.9753418,35.84513855,22.88277224
,,,,,,
15/04/2021,10.27913761,79.15576935,18.07928467,134.1838531,36.04967117,22.8828161
,,,,,,
16/04/2021,10.30606842,78.99291229,18.19667625,133.1417694,36.28830338,22.88285995
,,,,,,
19/04/2021,10.29709244,78.86623383,18.15754509,132.7593689,36.20307922,22.88299152
,,,,,,
20/04/2021,10.26118469,78.73052216,17.94622993,133.3712158,36.00706482,22.88303537
,,,,,,
21/04/2021,10.2881155,78.99291229,18.14972115,133.6389008,36.35647583,22.88307923
,,,,,,
22/04/2021,10.27913761,78.8481369,18.00884247,134.2221069,36.00706482,22.88312308
,,,,,,
23/04/2021,10.30606842,79.0562439,18.18102455,133.9065704,36.29682541,22.88316694
